HOG	OG	Gene Tree Parent Clade	Occupancy	Acroaspis_sp_IDV6688	Acrosomoides_sp_IDV7426	Ainerigone_saitoi	Ambicodamus_IDV6680	Antrodiaetus_roretzi	Araneus_inustus	Arcuphantes_paiki	Arcuphantes_tamaensis	Arcuphantes_uenoi	Argiope_aetheroides	Argiope_bruennichi	Argiope_keyserlingi	Argyrodes_flavescens	Argyrodes_miniaceus	Backobourkia_brouni	Baryphymula_kamakuraensis	Caerostris_darwini	Caerostris_extrusa	Chrysso_octomaculata	Clubiona_robusta	Cryptachaea_gigantipes	Cyclosa_octotuberculata	Cyrtarachne_bufo	Cyrtophora_cicatrosa	Deinopis_sp_IDV6783	Deinopis_sp_IDV7365	Desis_marina	Diaea_subdola	Doenitzius_peniculus	Doenitzius_pruvus	Dolophones_sp_IDV6683	Drapetisca_socialis	Drosophila_melanogaster	Ebrechtella_tricuspidata	Eriophora_pustulosa	Falcileptoneta_japonica	Floronia_bucculenta	Gnathonarium_exsiccatum	Helpis_minitabunda	Hypselistes_asiaticus	Hypsosinga_pygmaea	Larinia_phthisica	Lariniaria_argiopiformis	Larinioides_cornutus	Latrodectus_hasseltii	Lehtinelagia_evanida	Leucauge_dromedari	Masirana_silvicola	Mesida_sp_IDV5268	Metazygia_zilloides	Metleucauge_yunohamensis	Microbathyphantes_tateyamaensis	Neoantistea_quelpartensis	Neon_minutus	Neoscona_adianta	Neoscona_nautica	Neoscona_scylla	Neoscona_subpullata	Neoscona_theisi	Neriene_clathrata	Neriene_oidedicata	Nuctenea_umbratica	Orchestina_okitsui	Ordgarius_hobsoni	Ordgarius_sexspinosus	Oxytate_striatipes	Ozyptila_nongae	Parasteatoda_culicivora	Paratheuma_awasensis	Pardosa_graminea	Pharta_brevipalpus	Phonognatha_graeffei	Phrurolithus_coreanus	Piratula_tanakai	Plebs_sachalinensis	Poecilopachys_australasia	Psechrus_IDV5238	Pseudomicrargus_latitegulatus	Rhomphaea_labiata	Robertus_nojimai	Ryojius_japonicus	Saaristoa_nipponica	Saitonia_ojiroensis	Steatoda_grossa	Stephanopis_cambridgei	Stertinius_kumadai	Syedra_oii	Tekellina_sadamotoi	Tetragnatha_brevignatha	Tetragnatha_extensa	Tetragnatha_filiciphilia	Tetragnatha_mandibulata	Tetragnatha_maxillosa	Tetragnatha_paludicola	Tetragnatha_quasimodo	Tetragnatha_stelarobusta	Tetragnatha_vermiformis	Tetragnatha_waikamoi	Tetragnatha_yesoensis	Theridion_varians	Uloborus_diversus	Ummeliata_osakaensis	Zelotes_iriomotensis
N5.HOG0001041	OG0000000	n12755	46			IBTE01035071.1.p1				IAWN01035183.1.p1	IAKU01032191.1.p1	IBBK01012942.1.p1					IBQT01020409.1.p1		IBGF01008782.1.p1			IBWR01024075.1.p1, IBWR01008950.1.p1	ICJS01019850.1.p1			ICFD01028699.1.p1				GIWQ01255253.1.p1	ICGF01021980.1.p1		IBVW01007016.1.p1		ICKS01007743.1.p1					ICGA01019506.1.p1	ICCR01044884.1.p1, ICCR01048551.1.p1	IAUM01027994.1.p1	IAOT01039350.1.p1					IBKS01036903.1.p1	IBFM01042656.1.p1			ICDG01006739.1.p1		IBVS01036594.1.p1, IBVS01039601.1.p1	ICFH01046054.1.p1						IBPZ01012468.1.p1		IAFP01000415.1.p1	IAQC01009488.1.p1				ICMU01003840.1.p1	IALM01009023.1.p1			IARK01017745.1.p1	ICDS01010349.1.p1	IAWA01029539.1.p1		IBPN01047615.1.p1	IBYA01049799.1.p1		ICKB01039762.1.p1	IAQN01009179.1.p1	IBJR01018362.1.p1		ICAL01031889.1.p1	IBWO01039867.1.p1		IAHB01001421.1.p1	IAPP01028450.1.p1	ICHM01022783.1.p1									GITO01009208.1.p1	GITP01082298.1.p1	GITQ01080066.1.p1		GITR01102619.1.p1				IBXZ01039872.1.p1	IAHP01010123.1.p1
N5.HOG0001043	OG0000000	n12813	36			IBTE01021660.1.p1	ICBW01001528.1.p1			IAWN01019544.1.p1	IAKU01004947.1.p1	IBBK01022026.1.p1											ICJS01016444.1.p1					IBBP01003448.1.p1, IBBP01025306.1.p1	ICOI01023114.1.p1	GIWQ01313489.1.p1, GIWQ01092635.1.p1	ICGF01019900.1.p1, ICGF01036573.1.p1, ICGF01013126.1.p1	IBJP01013758.1.p2, IBJP01034727.1.p2	IBVW01043091.1.p2, IBVW01023345.1.p2		ICKS01001254.1.p1, ICKS01019108.1.p2		ICBZ01013326.1.p1			ICGA01016389.1.p1	ICCR01018976.1.p1		IAOT01007777.1.p2						IBFM01009478.1.p1, IBFM01037169.1.p1, IBFM01015950.1.p1								IAIC01028098.1.p1							IAQC01011995.1.p1					IALM01016322.1.p1	ICBR01030477.1.p1		IARK01012428.1.p1	ICDS01023097.1.p1, ICDS01033906.1.p1, ICDS01042810.1.p1, ICDS01026890.1.p1	IAWA01041088.1.p1	IATW01022436.1.p1, IATW01028398.1.p1	IBPN01036881.1.p1, IBPN01045764.1.p2	IBYA01035171.1.p1, IBYA01000131.1.p1			IAQN01029112.1.p1					IBAR01027502.1.p1	IAHB01016055.1.p1		ICHM01026800.1.p1		IAXS01029432.1.p1														GJZJ01179159.1.p1	IBXZ01020465.1.p1	IAHP01042509.1.p1
N5.HOG0001044	OG0000000	n12863	33	IANO01016002.1.p1	ICOJ01012108.1.p1									IBFJ01020576.1.p1					IBGF01044116.1.p2	ICOF01012335.1.p1					IAQZ01016721.1.p1													IBIK01012527.1.p1				IAUM01022759.1.p1			IAJV01028047.1.p1		IAHZ01006844.1.p1									IBHE01046098.1.p1					IBPZ01017648.1.p1		IAFP01020300.1.p1		IAPM01022036.1.p1, IAPM01035463.1.p1		IAGL01033702.1.p1, IAGL01007685.1.p1								IATW01002792.1.p1				ICKB01017913.1.p1	IAQN01003508.1.p1	IBJR01014589.1.p1			IBWO01020603.1.p1	IBAR01020138.1.p1				IAUC01004647.1.p1			GITM01098742.1.p1	IAHF01039950.1.p6	GITN01054620.1.p1	ICFC01042286.1.p1	ICMP01038826.1.p1	GITO01025648.1.p1	GITP01039525.1.p1, GITP01039522.1.p1	GITQ01103800.1.p1, GITQ01103803.1.p1	IAJJ01015963.1.p1, IAJJ01023033.1.p1	GITR01048328.1.p1, GITR01048329.1.p1, GITR01048339.1.p1					IAHP01014144.1.p1
N5.HOG0001051	OG0000000	n12952	69	IANO01030315.1.p1			ICBW01004913.1.p1		IAHS01036402.1.p1	IAWN01020381.1.p1	IAKU01020944.1.p1	IBBK01024740.1.p1	IASB01002509.1.p1		IAET01002387.1.p1	IAFU01022431.1.p1	IBQT01006753.1.p1	ICCG01018961.1.p1	IBGF01015219.1.p1, IBGF01023547.1.p1, IBGF01039497.1.p1	ICOF01010428.1.p1	ICOE01038632.1.p1	IBWR01026105.1.p1, IBWR01008147.1.p1	ICJS01019156.1.p1	IBTR01013716.1.p1	IAQZ01001466.1.p1, IAQZ01025280.1.p1	ICFD01026368.1.p1	IBHY01027351.1.p1		ICOI01000597.1.p1	GIWQ01312943.1.p1		IBJP01000840.1.p1	IBVW01030414.1.p1	IBZG01008875.1.p1	ICKS01004575.1.p1			IBIK01011412.1.p1		ICGA01013430.1.p1	ICCR01039944.1.p1, ICCR01051364.1.p1			ICEG01038947.1.p1	IAJV01034936.1.p1	IAFI01023378.1.p1	IAHZ01021712.1.p1	IBKS01027449.1.p1	IBFM01025942.1.p1	IBHV01022348.1.p1			IBDY01042506.1.p1	IBVS01029111.1.p1, IBVS01004797.1.p1	ICFH01006668.1.p1	IBHE01010057.1.p1		IBRX01004302.1.p1	ICBF01028885.1.p1		IBPZ01012409.1.p1				IAPM01001420.1.p1		IAGL01009010.1.p1, IAGL01025127.1.p1			ICBR01002627.1.p1					IATW01010718.1.p1	IBPN01023792.1.p1		ICHT01003602.1.p1			IBJR01029548.1.p1	ICFA01010905.1.p1, ICFA01011771.1.p1		IBWO01033410.1.p1			IAPP01033789.1.p1, IAPP01027864.1.p1		IAUC01016735.1.p1	IAXS01006754.1.p1	IALE01039893.1.p1	GITM01014799.1.p1		GITN01047618.1.p1	ICFC01018038.1.p1		GITO01002669.1.p3	GITP01029133.1.p1	GITQ01111278.1.p2	IAJJ01037863.1.p1	GITR01023848.1.p1	IBMZ01047292.1.p3	ICEL01049422.1.p1	GJZJ01222819.1.p1	IBXZ01007152.1.p1	IAHP01030292.1.p1
N5.HOG0001052	OG0000000	n13032	30		ICOJ01017400.1.p1									IBFJ01004787.1.p1, IBFJ01025263.1.p1	IAET01005410.1.p1	IAFU01040844.1.p1	IBQT01017692.1.p2	ICCG01021946.1.p1								ICFD01010331.1.p1	IBHY01003015.1.p1	IBBP01018651.1.p3	ICOI01039947.1.p1									IBIK01032852.1.p1				IAUM01033923.1.p1		ICEG01030541.1.p1		IAFI01015161.1.p1		IBKS01009415.1.p1									IAIC01045530.1.p1, IAIC01048808.1.p1, IAIC01017220.1.p1				IBPZ01026499.1.p1		IAFP01023958.1.p1				IAGL01002890.1.p1, IAGL01040261.1.p1	ICMU01040593.1.p1		ICBR01048945.1.p1	IBTW01001216.1.p1								ICKB01011715.1.p1	IAQN01016841.1.p1			ICAL01033869.1.p1		IBAR01013636.1.p1		IAPP01027860.1.p1						IAHF01002948.1.p1						GITQ01005459.1.p1					GJZJ01093381.1.p2		
N5.HOG0001055	OG0000000	n13075	31				ICBW01038236.1.p1			IAWN01019727.1.p1			IASB01009879.1.p1									IBWR01024033.1.p1	ICJS01028918.1.p1		IAQZ01001098.1.p1	ICFD01019107.1.p1	IBHY01015705.1.p1	IBBP01015452.1.p1	ICOI01027201.1.p1			IBJP01000111.1.p3						IBIK01029993.1.p1			ICCR01014648.1.p1, ICCR01019152.1.p1		IAOT01038044.1.p1, IAOT01028457.1.p1, IAOT01010402.1.p1, IAOT01028262.1.p1, IAOT01041200.1.p1, IAOT01018771.1.p1	ICEG01045892.1.p1, ICEG01030252.1.p1	IAJV01024670.1.p1											IBHE01023316.1.p1	IAIC01021230.1.p1		ICBF01020051.1.p1	IAEU01027241.1.p1		IAXT01002141.1.p1	IAFP01000411.1.p1, IAFP01015467.1.p1	IAQC01023385.1.p1, IAQC01043257.1.p1			IAGL01023122.1.p1														IBJR01022252.1.p1			IBWO01005442.1.p1, IBWO01009533.1.p1, IBWO01005442.1.p2		IAHB01007182.1.p1	IAPP01009278.1.p1, IAPP01034225.1.p1, IAPP01000439.1.p1														GITR01104467.1.p1			GJZJ01134436.1.p1	IBXZ01040072.1.p1	
N5.HOG0001166	OG0000000	n14431	43	IANO01015892.1.p1		IBTE01042060.1.p1	ICBW01028228.1.p1			IAWN01009082.1.p1	IAKU01033438.1.p1	IBBK01023538.1.p1		IBFJ01005169.1.p1	IAET01014215.1.p1	IAFU01022907.1.p1	IBQT01003538.1.p1		IBGF01039373.1.p1	ICOF01022970.1.p1				IBTR01030849.1.p1, IBTR01005405.1.p1			IBHY01026938.1.p1					IBJP01034116.1.p1	IBVW01001121.1.p1, IBVW01010601.1.p2, IBVW01032374.1.p2, IBVW01037287.1.p2	IBZG01010540.1.p1	ICKS01033387.1.p1, ICKS01028504.1.p1					ICGA01024912.1.p1	ICCR01022331.1.p1		IAOT01037399.1.p1		IAJV01043315.1.p1	IAFI01040048.1.p1		IBKS01010157.1.p1				ICDG01028425.1.p1	IBDY01026581.1.p1		ICFH01001257.1.p1, ICFH01009302.1.p1								IAFP01020242.1.p1															ICHT01025642.1.p1			IBJR01037744.1.p2	ICFA01004075.1.p1	ICAL01020041.1.p1	IBWO01036025.1.p1	IBAR01000345.1.p1	IAHB01005470.1.p1	IAPP01014314.1.p1			IAXS01026551.1.p1	IALE01048452.1.p1			GITN01047312.1.p1				GITP01019055.1.p1					ICEL01041767.1.p1	GJZJ01009051.1.p1	IBXZ01036623.1.p1, IBXZ01020357.1.p1	
N5.HOG0001168	OG0000000	n14484	46	IANO01002979.1.p1, IANO01041552.1.p1, IANO01045573.1.p1, IANO01011477.1.p1	ICOJ01020454.1.p1		ICBW01021399.1.p1		IAHS01003673.1.p1	IAWN01027699.1.p1	IAKU01024117.1.p2, IAKU01025511.1.p1	IBBK01010376.1.p1	IASB01012260.1.p1, IASB01028085.1.p1, IASB01007348.1.p1	IBFJ01020293.1.p1	IAET01032820.1.p1, IAET01004510.1.p1			ICCG01019788.1.p1, ICCG01016841.1.p1, ICCG01012273.1.p1	IBGF01006882.1.p1	ICOF01028897.1.p1	ICOE01029409.1.p1	IBWR01030312.1.p1			IAQZ01003680.1.p1, IAQZ01037525.1.p1	ICFD01027728.1.p1, ICFD01008768.1.p1	IBHY01011062.1.p1, IBHY01015538.1.p1					IBJP01004300.1.p1	IBVW01045903.1.p1	IBZG01001163.1.p1, IBZG01004836.1.p1	ICKS01023221.1.p1			IBIK01007258.1.p1, IBIK01001344.1.p1, IBIK01026305.1.p1		ICGA01020964.1.p1	ICCR01013629.1.p1		IAOT01019515.1.p1	ICEG01008011.1.p1, ICEG01024481.1.p1	IAJV01040909.1.p1, IAJV01017242.1.p1, IAJV01023736.1.p1	IAFI01017998.1.p1, IAFI01012538.1.p1, IAFI01040255.1.p1	IAHZ01023001.1.p1, IAHZ01012484.1.p1, IAHZ01008682.1.p1						IBDY01025801.1.p1, IBDY01026866.1.p1			IBHE01023544.1.p1, IBHE01013630.1.p1		IBRX01040274.1.p1, IBRX01003469.1.p1, IBRX01020909.1.p1		IAEU01023642.1.p1, IAEU01021180.1.p1, IAEU01014654.1.p1, IAEU01030105.1.p1	IBPZ01039747.1.p2, IBPZ01039027.1.p1, IBPZ01030140.1.p1	IAXT01022818.1.p1, IAXT01003630.1.p1			IAPM01030169.1.p1, IAPM01020586.1.p1		IAGL01037654.1.p1, IAGL01007345.1.p1	ICMU01019011.1.p1, ICMU01016117.1.p1							IATW01023006.1.p1			ICHT01005931.1.p2, ICHT01033882.1.p1, ICHT01036765.1.p1, ICHT01011404.1.p1	ICKB01016463.1.p1	IAQN01039174.1.p1				IBWO01037300.1.p1	IBAR01012542.1.p1																	IBMZ01013121.1.p1, IBMZ01027335.1.p1, IBMZ01014693.1.p1, IBMZ01022777.1.p1, IBMZ01002235.1.p1, IBMZ01008897.1.p1, IBMZ01032026.1.p1, IBMZ01016293.1.p1, IBMZ01047491.1.p1, IBMZ01022757.1.p1, IBMZ01016293.1.p2				
N5.HOG0001310	OG0000000	n16090	37	IANO01046197.1.p2, IANO01017962.1.p1, IANO01015647.1.p1, IANO01023234.1.p1, IANO01008795.1.p1, IANO01005669.1.p1	ICOJ01030544.1.p1, ICOJ01006922.1.p1				IAHS01026009.1.p1, IAHS01008617.1.p1				IASB01027702.1.p1		IAET01025700.1.p1, IAET01026097.1.p1, IAET01040188.1.p1, IAET01022884.1.p1	IAFU01004435.1.p1, IAFU01028040.1.p1	IBQT01016472.1.p1, IBQT01029415.1.p1	ICCG01013746.1.p1, ICCG01035877.1.p3, ICCG01023242.1.p1			ICOE01037363.1.p1				IAQZ01023952.1.p1, IAQZ01010518.1.p1, IAQZ01021561.1.p1, IAQZ01020758.1.p1, IAQZ01016953.1.p1	ICFD01029563.1.p1, ICFD01016007.1.p1, ICFD01033561.1.p1, ICFD01027992.1.p1	IBHY01019204.1.p1						IBVW01027446.1.p1	IBZG01026371.1.p1, IBZG01003515.1.p1, IBZG01002015.1.p1, IBZG01028473.1.p3, IBZG01030945.1.p2, IBZG01009463.1.p2, IBZG01019295.1.p1, IBZG01026721.1.p2				IBIK01038486.1.p1, IBIK01017990.1.p1, IBIK01002194.1.p1, IBIK01042653.1.p1, IBIK01042099.1.p1, IBIK01041793.1.p1, IBIK01039990.1.p2						ICEG01047290.1.p1	IAJV01025994.1.p2, IAJV01015594.1.p1, IAJV01024754.1.p1	IAFI01029440.1.p1	IAHZ01008824.1.p1, IAHZ01044089.1.p1								ICFH01026486.1.p1			IBRX01001101.1.p1, IBRX01022381.1.p1, IBRX01040335.1.p1	ICBF01033291.1.p1, ICBF01029189.1.p3	IAEU01042198.1.p1, IAEU01017981.1.p1, IAEU01037535.1.p3, IAEU01030630.1.p1, IAEU01005718.1.p1	IBPZ01044947.1.p1, IBPZ01041035.1.p1, IBPZ01026070.1.p1, IBPZ01041437.1.p1	IAXT01016694.1.p1, IAXT01021690.1.p1, IAXT01033378.1.p1			IAPM01028234.1.p1, IAPM01044394.1.p1, IAPM01008528.1.p1, IAPM01012790.1.p2			ICMU01037791.1.p1							IATW01005196.1.p1			ICHT01043340.1.p1, ICHT01025441.1.p1, ICHT01012733.1.p1, ICHT01017984.1.p2	ICKB01011724.1.p1			ICFA01022004.1.p1			IBAR01030469.1.p1	IAHB01004693.1.p1, IAHB01002487.1.p1	IAPP01021464.1.p1		IAUC01046466.1.p1														ICEL01019585.1.p1		IBXZ01041039.1.p1, IBXZ01010460.1.p1	
N5.HOG0001531	OG0000000	n18286	30	IANO01005086.1.p1, IANO01044305.1.p2, IANO01046015.1.p2, IANO01027290.1.p2, IANO01024397.1.p1	ICOJ01039342.1.p1, ICOJ01019200.1.p1	IBTE01034008.1.p2					IAKU01005895.1.p1		IASB01012520.1.p1	IBFJ01003450.1.p1, IBFJ01014215.1.p1, IBFJ01031542.1.p1	IAET01040379.1.p1, IAET01004907.1.p1		IBQT01031649.1.p1	ICCG01038925.1.p1, ICCG01010365.1.p1, ICCG01039001.1.p1			ICOE01030579.1.p1				IAQZ01022925.1.p1	ICFD01027331.1.p2								IBZG01007767.1.p1, IBZG01044909.1.p1, IBZG01014675.1.p1, IBZG01038333.1.p1				IBIK01007429.1.p1, IBIK01008361.1.p1, IBIK01043920.1.p1, IBIK01034842.1.p1, IBIK01029811.1.p1, IBIK01021134.1.p1		ICGA01020980.1.p1				ICEG01005458.1.p1			IAHZ01009972.1.p1							IBVS01011854.1.p1			IAIC01023069.1.p1				IBPZ01046639.1.p1, IBPZ01003780.1.p1	IAXT01019968.1.p1	IAFP01024898.1.p1	IAQC01038451.1.p1, IAQC01000233.1.p1							IBTW01019860.1.p1			IAWA01000523.1.p1				ICHT01035926.1.p1	ICKB01029737.1.p1										IAUC01011809.1.p1														ICEL01013912.1.p1		IBXZ01017478.1.p1	
N5.HOG0001595	OG0000001	n29	34	IANO01040693.1.p1, IANO01031524.1.p1					IAHS01007900.1.p1, IAHS01001968.1.p1				IASB01001947.1.p1	IBFJ01015292.1.p1	IAET01002432.1.p1, IAET01003566.1.p1			ICCG01031558.1.p1, ICCG01018606.1.p1, ICCG01019234.1.p2					ICJS01012963.1.p1, ICJS01013511.1.p1, ICJS01015198.1.p1, ICJS01003388.1.p1, ICJS01044638.1.p1, ICJS01021308.1.p1		IAQZ01012288.1.p1, IAQZ01035668.1.p1, IAQZ01001966.1.p1					GIWQ01149398.1.p1	ICGF01013278.1.p1, ICGF01029660.1.p1						ICBZ01039811.1.p1, ICBZ01033075.1.p1, ICBZ01005760.1.p1, ICBZ01013079.1.p1, ICBZ01008698.1.p1, ICBZ01007718.1.p1, ICBZ01031834.1.p1, ICBZ01033235.1.p1, ICBZ01029464.1.p1, ICBZ01048109.1.p1, ICBZ01029755.1.p1			ICGA01003218.1.p1		IAUM01020130.1.p2, IAUM01036205.1.p1, IAUM01040572.1.p1, IAUM01046937.1.p1, IAUM01022327.1.p1, IAUM01012409.1.p1, IAUM01015474.1.p1, IAUM01044552.1.p1, IAUM01037218.1.p1, IAUM01008043.1.p1, IAUM01025833.1.p1, IAUM01008279.1.p1, IAUM01018354.1.p1, IAUM01038000.1.p1, IAUM01027058.1.p1				IAFI01014041.1.p1, IAFI01028439.1.p1, IAFI01034817.1.p1	IAHZ01014200.1.p2		IBFM01039489.1.p1, IBFM01011821.1.p1, IBFM01019492.1.p1, IBFM01027508.1.p1, IBFM01017915.1.p1, IBFM01005847.1.p1, IBFM01010746.1.p1, IBFM01004349.1.p1, IBFM01026747.1.p1, IBFM01005223.1.p1, IBFM01021730.1.p1, IBFM01012479.1.p2, IBFM01027076.1.p1, IBFM01008208.1.p2, IBFM01010711.1.p1, IBFM01016219.1.p1, IBFM01044724.1.p1, IBFM01017872.1.p1, IBFM01001734.1.p1							IBHE01043833.1.p1	IAIC01026992.1.p2, IAIC01015126.1.p1, IAIC01020233.1.p1, IAIC01036232.1.p2, IAIC01015961.1.p1	IBRX01030816.1.p1		IAEU01001589.1.p1		IAXT01011002.1.p1			IAPM01040862.1.p2, IAPM01025538.1.p1				IALM01029464.1.p1, IALM01020772.1.p1, IALM01034280.1.p1, IALM01050254.1.p1, IALM01047812.1.p1, IALM01007059.1.p1, IALM01009246.1.p1, IALM01045928.1.p1, IALM01024512.1.p1, IALM01033706.1.p1, IALM01002810.1.p1, IALM01025264.1.p1	ICBR01020333.1.p1, ICBR01032222.1.p1, ICBR01037168.1.p1, ICBR01012993.1.p1, ICBR01004788.1.p1, ICBR01006902.1.p1, ICBR01043321.1.p1, ICBR01047451.1.p1, ICBR01032555.1.p1, ICBR01006334.1.p1			ICDS01012497.1.p1	IAWA01021876.1.p1, IAWA01021801.1.p1, IAWA01006671.1.p1		IBPN01034586.1.p1	IBYA01015430.1.p1, IBYA01001454.1.p1, IBYA01013238.1.p1, IBYA01014518.1.p1, IBYA01012071.1.p1, IBYA01014518.1.p2			IAQN01015668.1.p1, IAQN01007200.1.p1, IAQN01025953.1.p1								ICHM01014023.1.p1, ICHM01020099.1.p1, ICHM01027003.1.p1, ICHM01007850.1.p1, ICHM01017817.1.p1, ICHM01029355.1.p1, ICHM01046025.1.p1, ICHM01012197.1.p2, ICHM01014797.1.p1, ICHM01015257.1.p1	IAUC01008674.1.p1, IAUC01026835.1.p1, IAUC01009232.1.p1, IAUC01013887.1.p1, IAUC01045513.1.p1, IAUC01039309.1.p1, IAUC01038978.1.p1, IAUC01048413.1.p1, IAUC01005909.1.p1, IAUC01028026.1.p1, IAUC01039994.1.p1, IAUC01049292.1.p1, IAUC01028685.1.p1, IAUC01039280.1.p2, IAUC01048359.1.p1, IAUC01035536.1.p1, IAUC01013485.1.p1, IAUC01019175.1.p1, IAUC01035616.1.p1		IALE01006305.1.p1												ICEL01045154.1.p2			IAHP01019647.1.p1, IAHP01041613.1.p1, IAHP01040728.1.p1, IAHP01027896.1.p1, IAHP01035131.1.p1, IAHP01028673.1.p1, IAHP01012608.1.p1, IAHP01014013.1.p1, IAHP01022697.1.p1, IAHP01030837.1.p1, IAHP01021564.1.p1, IAHP01028680.1.p1, IAHP01010937.1.p1, IAHP01021513.1.p1, IAHP01018213.1.p1, IAHP01020865.1.p1, IAHP01028183.1.p1, IAHP01019401.1.p1, IAHP01013177.1.p1, IAHP01025793.1.p1, IAHP01003829.1.p1, IAHP01028295.1.p1, IAHP01032138.1.p2, IAHP01043078.1.p1, IAHP01029180.1.p1, IAHP01041326.1.p1, IAHP01011199.1.p1, IAHP01021526.1.p1, IAHP01000040.1.p1
