query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames,,,,,,,,,,,,,,,
ATW75951.1,XM_054869086.1,46.471,170,74,3,1,161,37,522,1.37E-18,94.7,64.71,0,1,,,,,,,,,,,,,,
ATW75951.1,XM_054869085.1,46.471,170,74,3,1,161,37,522,1.39E-18,94.7,64.71,0,1,,,,,,,,,,,,,,
ATW75951.1,XM_054869084.1,46.471,170,74,3,1,161,37,522,1.39E-18,94.7,64.71,0,1,,,,,,,,,,,,,,
ATW75951.1,XM_054869083.1,46.471,170,74,3,1,161,37,522,1.39E-18,94.7,64.71,0,1,,,,,,,,,,,,,,
ATW75951.1,XM_054869082.1,46.471,170,74,3,1,161,37,522,1.39E-18,94.7,64.71,0,1,,,,,,,,,,,,,,
ABR68858.1,XM_054859193.1,54.487,156,66,3,2,152,27,494,2.12E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859192.1,54.487,156,66,3,2,152,27,494,2.13E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859191.1,54.487,156,66,3,2,152,27,494,2.13E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859190.1,54.487,156,66,3,2,152,27,494,2.13E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859188.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859187.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859186.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859185.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859184.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
ABR68858.1,XM_054859183.1,54.487,156,66,3,2,152,27,494,2.14E-38,142,71.79,0,3,,,,,,,,,,,,,,
AFX83566.1,XM_054861662.1,39.326,267,149,5,2,259,117,905,5.18E-36,136,54.31,0,3,,,,,,,,,,,,,,
AFX83566.1,XM_054865590.1,44.099,161,83,4,7,164,149,619,3.48E-24,101,62.11,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859140.1,46.512,129,67,1,2,130,104,484,1.67E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859139.1,46.512,129,67,1,2,130,104,484,1.68E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859138.1,46.512,129,67,1,2,130,104,484,1.68E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859137.1,46.512,129,67,1,2,130,104,484,1.69E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859136.1,46.512,129,67,1,2,130,104,484,1.69E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859135.1,46.512,129,67,1,2,130,104,484,1.69E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859134.1,46.512,129,67,1,2,130,104,484,1.69E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AFX83566.1,XM_054859133.1,46.512,129,67,1,2,130,104,484,1.69E-20,90.9,62.02,0,2,,,,,,,,,,,,,,
AAV48933.1,DQ399331.1,54.545,44,20,0,72,115,761,892,6.43E-08,49.3,79.55,0,2,,,,,,,,,,,,,,
AAV48933.1,XM_054858382.1,54.545,44,20,0,72,115,9361,9492,7.62E-08,49.3,79.55,0,1,,,,,,,,,,,,,,
AAV48933.1,DQ399334.1,54.545,44,20,0,72,115,237,368,8.65E-08,47.8,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859193.1,54.545,44,20,0,72,115,6618,6749,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859192.1,54.545,44,20,0,72,115,6696,6827,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859191.1,54.545,44,20,0,72,115,6777,6908,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859190.1,54.545,44,20,0,72,115,6948,7079,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859188.1,54.545,44,20,0,72,115,7026,7157,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AAV48933.1,XM_054859135.1,54.545,44,20,0,72,115,7106,7237,2.20E-07,48.1,75,0,2,,,,,,,,,,,,,,
AAV48933.1,XM_054859187.1,54.545,44,20,0,72,115,7110,7241,2.20E-07,48.1,75,0,3,,,,,,,,,,,,,,
AHK09783.1,XM_054861662.1,45.033,151,78,3,2,148,75,524,7.90E-25,103,64.24,0,3,,,,,,,,,,,,,,
AHK09783.1,XM_054858382.1,42.636,129,72,1,15,143,103,483,2.16E-13,69.7,62.02,0,1,,,,,,,,,,,,,,
AHK09783.1,XM_054865590.1,39.669,121,72,1,30,149,185,547,7.54E-11,62.4,61.16,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054868203.1,30.075,133,85,3,15,147,110,484,0.001,40.4,50.38,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054868202.1,30.075,133,85,3,15,147,110,484,0.001,40.4,50.38,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054868201.1,30.075,133,85,3,15,147,110,484,0.001,40.4,50.38,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054867654.1,30.075,133,85,3,15,147,115,489,0.001,40.4,50.38,0,1,,,,,,,,,,,,,,
AHK09783.1,XM_054868200.1,30.075,133,85,3,15,147,110,484,0.001,40.4,50.38,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054868222.1,29.323,133,86,3,15,147,110,484,0.001,40,50.38,0,2,,,,,,,,,,,,,,
AHK09783.1,XM_054868221.1,29.323,133,86,3,15,147,110,484,0.001,40,50.38,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.976,166,88,3,1,162,27,521,4.26E-32,139,62.05,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.529,85,48,0,4377,4461,14619,14873,4.36E-09,63.9,60,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.976,166,88,3,1,162,27,521,4.26E-32,139,62.05,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.529,85,48,0,4377,4461,14619,14873,4.36E-09,63.9,60,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054858382.1,41.86,129,73,1,30,158,103,483,4.79E-15,83.6,61.24,0,1,,,,,,,,,,,,,,
AHK09813.1,XM_054858382.1,41.86,129,73,1,30,158,103,483,4.79E-15,83.6,61.24,0,1,,,,,,,,,,,,,,
AHK09813.1,DQ399333.1,41.304,92,54,0,4377,4468,3076,3351,2.41E-09,64.3,59.78,0,1,,,,,,,,,,,,,,
AHK09813.1,DQ399333.1,41.304,92,54,0,4377,4468,3076,3351,2.41E-09,64.3,59.78,0,1,,,,,,,,,,,,,,
AHK09813.1,XM_054868203.1,31.928,166,94,6,1,162,32,484,3.11E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868203.1,31.928,166,94,6,1,162,32,484,3.11E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868202.1,31.928,166,94,6,1,162,32,484,3.13E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868202.1,31.928,166,94,6,1,162,32,484,3.13E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.976,166,88,3,1,162,27,521,4.26E-32,139,62.05,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.529,85,48,0,4377,4461,14619,14873,4.36E-09,63.9,60,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.976,166,88,3,1,162,27,521,4.26E-32,139,62.05,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054861662.1,43.529,85,48,0,4377,4461,14619,14873,4.36E-09,63.9,60,0,3,,,,,,,,,,,,,,
AHK09813.1,XM_054858382.1,41.86,129,73,1,30,158,103,483,4.79E-15,83.6,61.24,0,1,,,,,,,,,,,,,,
AHK09813.1,XM_054858382.1,41.86,129,73,1,30,158,103,483,4.79E-15,83.6,61.24,0,1,,,,,,,,,,,,,,
AHK09813.1,DQ399333.1,41.304,92,54,0,4377,4468,3076,3351,2.41E-09,64.3,59.78,0,1,,,,,,,,,,,,,,
AHK09813.1,DQ399333.1,41.304,92,54,0,4377,4468,3076,3351,2.41E-09,64.3,59.78,0,1,,,,,,,,,,,,,,
AHK09813.1,XM_054868203.1,31.928,166,94,6,1,162,32,484,3.11E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868203.1,31.928,166,94,6,1,162,32,484,3.11E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868202.1,31.928,166,94,6,1,162,32,484,3.13E-08,60.8,50,0,2,,,,,,,,,,,,,,
AHK09813.1,XM_054868202.1,31.928,166,94,6,1,162,32,484,3.13E-08,60.8,50,0,2,,,,,,,,,,,,,,
XP_015783902.1,XM_054851253.1,55.282,284,126,1,42,324,257,1108,1.91E-111,332,71.13,0,2,,,,,,,,,,,,,,
XP_015783902.1,XM_054868805.1,52.542,295,139,1,40,333,373,1257,3.18E-107,323,67.12,0,1,,,,,,,,,,,,,,
XP_015783902.1,XM_054868806.1,52.542,295,139,1,40,333,665,1549,4.44E-106,323,67.12,0,2,,,,,,,,,,,,,,
XP_015783902.1,XM_054854229.1,51.748,286,137,1,40,324,262,1119,2.26E-103,314,68.18,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054859428.1,50,98,49,0,7,104,649,942,1.12E-32,115,74.49,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054863304.1,50.98,102,50,0,5,106,2980,3285,3.34E-31,115,67.65,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054866416.1,50,102,51,0,5,106,2848,3153,1.10E-30,114,67.65,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054865442.1,50,100,50,0,7,106,4768,5067,1.11E-30,114,69,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054855205.1,50,96,48,0,11,106,1426,1713,4.13E-30,112,69.79,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054857653.1,49.02,102,52,0,5,106,1180,1485,6.80E-30,110,67.65,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054852525.1,48.113,106,55,0,1,106,3814,4131,9.43E-30,111,65.09,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054859555.1,52.632,95,45,0,10,104,676,960,9.58E-30,108,68.42,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054858560.1,49.02,102,52,0,5,106,2329,2634,2.35E-29,110,66.67,0,1,,,,,,,,,,,,,,
KYN13710.1,XM_054866689.1,47.475,99,52,0,8,106,1642,1938,2.74E-29,110,70.71,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054857734.1,70,70,21,0,12,81,1,210,4.85E-30,111,80,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054863189.1,62.5,64,24,0,12,75,712,903,1.54E-24,95.9,76.56,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054860825.1,62.712,59,22,0,12,70,127,303,5.12E-21,87.8,76.27,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054853200.1,31.148,122,76,2,9,124,250,609,3.60E-10,55.5,46.72,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054853193.1,44.068,59,29,1,6,64,157,321,1.34E-08,50.8,50.85,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054857670.1,30.508,118,74,3,13,124,574,921,2.66E-08,50.8,46.61,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054855018.1,42.373,59,30,1,6,64,298,462,2.07E-07,47.8,49.15,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054850873.1,42.105,57,29,1,14,70,724,882,7.00E-07,47,50.88,0,1,,,,,,,,,,,,,,
XP_015922443.1,XM_054868373.1,45.238,42,23,0,40,81,1795,1920,1.09E-06,46.6,61.9,0,1,,,,,,,,,,,,,,
XP_015922443.1,XR_008580442.1,61.538,26,10,0,50,75,491,568,1.46E-06,45.8,84.62,0,2,,,,,,,,,,,,,,
XP_015930658.1,XM_054861506.1,68.966,116,33,3,1,114,1,345,5.82E-50,159,82.76,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854433.1,62.903,124,38,3,1,116,211,582,1.29E-47,155,75,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854421.1,62.097,124,39,3,1,116,1,372,4.26E-47,151,76.61,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854409.1,65.217,115,38,2,1,113,1,345,6.06E-45,151,80.87,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854409.1,66.667,108,34,2,5,110,595,918,6.24E-43,146,82.41,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854512.1,75.789,95,21,2,22,114,73,357,1.20E-44,145,86.32,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854266.1,70.476,105,29,2,2,105,73,384,3.42E-44,151,81.9,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854266.1,78.889,90,18,1,20,108,793,1062,1.55E-43,149,87.78,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854442.1,68.75,112,33,2,5,114,2590,2925,4.11E-44,155,82.14,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854442.1,67.857,112,34,2,5,114,1456,1791,8.83E-44,154,83.04,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854442.1,65.217,115,38,2,1,113,2071,2415,2.90E-42,150,79.13,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854442.1,65.179,112,37,2,5,114,3094,3429,3.36E-40,144,78.57,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854442.1,66.234,77,26,0,30,106,1111,1341,7.45E-27,106,75.32,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854401.1,61.29,124,40,3,1,116,1,372,3.21E-43,147,76.61,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854401.1,73.958,96,21,2,22,116,694,972,1.38E-41,143,83.33,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854300.1,62.963,108,36,3,1,106,16,333,6.22E-36,122,69.44,0,1,,,,,,,,,,,,,,
XP_015930658.1,XM_054854257.1,62.5,104,37,2,5,106,22,333,2.47E-35,120,69.23,0,1,,,,,,,,,,,,,,
XP_015903936.1,XM_054850302.1,28.425,292,203,2,1,286,64,939,6.14E-37,134,49.32,0,1,,,,,,,,,,,,,,
XP_015903936.1,XM_054850303.1,28.425,292,203,2,1,286,75,950,6.53E-37,134,49.32,0,3,,,,,,,,,,,,,,
XP_015903936.1,XM_054868347.1,28.125,288,205,1,1,286,201,1064,8.86E-29,115,45.49,0,3,,,,,,,,,,,,,,
XP_015903936.1,XM_054855731.1,28.125,288,205,1,1,286,149,1012,1.48E-26,107,47.92,0,2,,,,,,,,,,,,,,
XP_015903936.1,XM_054855730.1,28.125,288,205,1,1,286,380,1243,2.86E-26,107,47.92,0,2,,,,,,,,,,,,,,
XP_015903936.1,XM_054850871.1,28.879,232,163,1,57,286,73,768,4.97E-24,99.4,46.98,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054857547.1,73.737,198,52,0,14,211,28,621,1.30E-104,313,86.36,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054868662.1,63.981,211,74,1,1,209,67,699,1.92E-97,289,81.52,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054861029.1,71.503,193,53,1,21,211,130,708,2.47E-96,290,85.49,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054856988.1,63.285,207,72,2,7,211,100,714,4.49E-91,269,78.26,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054852781.1,63.492,189,67,1,23,209,11,577,2.98E-85,253,78.84,0,2,,,,,,,,,,,,,,
XP_015907542.1,XM_054865919.1,42.857,217,120,2,1,213,111,761,5.61E-55,178,59.91,0,3,,,,,,,,,,,,,,
XP_015907542.1,XM_054852237.1,40.69,145,79,3,11,153,94,513,7.17E-32,115,62.76,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054856584.1,31.25,224,139,5,4,216,18,677,2.26E-28,113,52.23,0,3,,,,,,,,,,,,,,
XP_015907542.1,XM_054861458.1,25.824,182,129,4,26,205,37,570,2.05E-13,68.6,45.05,0,1,,,,,,,,,,,,,,
XP_015907542.1,XM_054851590.1,23.232,198,144,4,7,199,204,788,4.80E-12,64.7,46.97,0,3,,,,,,,,,,,,,,
XP_015908458.1,XM_054855819.1,79.091,220,46,0,1,220,310,969,1.24E-119,369,88.18,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054855378.1,51.675,209,98,2,1,208,391,1011,5.80E-72,231,72.25,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054855378.1,45.933,209,110,2,1,208,1048,1668,9.44E-57,191,66.03,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054855378.1,41.509,53,30,1,1,53,148,303,6.09E-05,43.9,66.04,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054855375.1,45.192,208,113,1,1,208,240,860,4.26E-62,203,65.38,0,3,,,,,,,,,,,,,,
XP_015908458.1,XM_054855375.1,45.098,204,111,1,1,204,930,1538,1.11E-59,197,67.65,0,3,,,,,,,,,,,,,,
XP_015908458.1,XM_054856269.1,45.192,208,113,1,1,208,109,729,1.11E-61,208,68.75,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054856268.1,45.192,208,113,1,1,208,110,730,1.40E-61,208,68.75,0,2,,,,,,,,,,,,,,
XP_015908458.1,XM_054855377.1,46.569,204,107,2,5,208,704,1309,4.43E-59,194,66.18,0,2,,,,,,,,,,,,,,
XP_015908458.1,XM_054855377.1,41.346,208,120,2,1,208,44,661,4.66E-51,172,63.46,0,2,,,,,,,,,,,,,,
XP_015908458.1,XM_054855821.1,41.038,212,123,2,1,212,76,705,2.97E-50,166,60.38,0,1,,,,,,,,,,,,,,
XP_015908458.1,XM_054855376.1,40.566,212,124,2,1,212,753,1382,3.65E-50,171,60.38,0,3,,,,,,,,,,,,,,
XP_015908458.1,XM_054855376.1,40.094,212,125,2,1,212,21,650,1.09E-48,167,59.91,0,3,,,,,,,,,,,,,,
XP_015908458.1,XM_054855379.1,38.835,206,125,1,2,207,38,652,4.15E-47,162,62.14,0,2,,,,,,,,,,,,,,
XP_015908458.1,XM_054855379.1,37.799,209,129,1,1,209,716,1339,8.31E-43,151,59.33,0,2,,,,,,,,,,,,,,
XP_015908458.1,XM_054860100.1,25.472,212,143,8,1,204,147,761,1.21E-09,57.8,47.64,0,3,,,,,,,,,,,,,,
XP_015909872.1,XM_054864340.1,60.526,190,75,0,8,197,541,1110,3.88E-70,218,74.21,0,1,,,,,,,,,,,,,,
XP_015910943.1,XM_054855760.1,35.338,133,71,4,1,125,139,516,5.66E-17,78.2,60.15,0,1,,,,,,,,,,,,,,
XP_015913385.1,XM_054859578.1,31.373,102,64,3,147,243,487,789,2.86E-10,61.2,56.86,0,1,,,,,,,,,,,,,,
XP_015915131.1,XM_054861139.1,58.219,146,60,1,5,150,107,541,6.30E-57,177,74.66,0,2,,,,,,,,,,,,,,
XP_015915131.1,XM_054864411.1,34.862,109,66,3,28,132,116,439,2.26E-14,67,56.88,0,2,,,,,,,,,,,,,,
XP_015915131.1,XM_054864345.1,33.613,119,76,3,28,145,259,609,5.43E-14,66.6,52.1,0,1,,,,,,,,,,,,,,
XP_015915131.1,XM_054864346.1,33.613,119,76,3,28,145,250,600,1.14E-13,65.5,52.1,0,1,,,,,,,,,,,,,,
XP_015915131.1,XM_054855710.1,34.167,120,77,2,24,142,193,549,1.31E-12,63.2,50,0,1,,,,,,,,,,,,,,
XP_015915131.1,XM_054862598.1,28.226,124,87,2,28,150,139,507,8.47E-10,54.7,44.35,0,1,,,,,,,,,,,,,,
XP_015915131.1,XM_054861081.1,29.412,153,92,9,1,146,62,493,1.14E-08,51.6,45.1,0,2,,,,,,,,,,,,,,
XP_015915131.1,XM_054861082.1,29.412,153,92,9,1,146,62,493,1.14E-08,51.6,45.1,0,2,,,,,,,,,,,,,,
XP_015917806.1,XM_054855296.1,67.176,262,81,3,71,329,1,780,3.14E-125,359,78.24,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855296.1,67.176,262,81,3,71,329,1,780,3.14E-125,359,78.24,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855298.1,54.212,273,119,5,62,330,7,819,4.13E-102,301,71.79,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855298.1,54.212,273,119,5,62,330,7,819,4.13E-102,301,71.79,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855297.1,51.331,263,96,5,70,330,16,714,9.79E-84,253,63.88,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855297.1,51.331,263,96,5,70,330,16,714,9.79E-84,253,63.88,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054856005.1,47.638,254,128,3,79,330,106,858,6.09E-82,250,64.17,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054856005.1,47.638,254,128,3,79,330,106,858,6.09E-82,250,64.17,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855299.1,46.063,254,132,3,79,330,107,859,8.58E-80,245,64.17,0,2,,,,,,,,,,,,,,
XP_015917806.1,XM_054855299.1,46.063,254,132,3,79,330,107,859,8.58E-80,245,64.17,0,2,,,,,,,,,,,,,,
XP_015917806.1,XM_054855296.1,67.176,262,81,3,71,329,1,780,3.14E-125,359,78.24,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855296.1,67.176,262,81,3,71,329,1,780,3.14E-125,359,78.24,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855298.1,54.212,273,119,5,62,330,7,819,4.13E-102,301,71.79,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855298.1,54.212,273,119,5,62,330,7,819,4.13E-102,301,71.79,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855297.1,51.331,263,96,5,70,330,16,714,9.79E-84,253,63.88,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855297.1,51.331,263,96,5,70,330,16,714,9.79E-84,253,63.88,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054856005.1,47.638,254,128,3,79,330,106,858,6.09E-82,250,64.17,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054856005.1,47.638,254,128,3,79,330,106,858,6.09E-82,250,64.17,0,1,,,,,,,,,,,,,,
XP_015917806.1,XM_054855299.1,46.063,254,132,3,79,330,107,859,8.58E-80,245,64.17,0,2,,,,,,,,,,,,,,
XP_015917806.1,XM_054855299.1,46.063,254,132,3,79,330,107,859,8.58E-80,245,64.17,0,2,,,,,,,,,,,,,,
XP_015920255.1,XM_054858901.1,91.061,358,32,0,1,358,32,1105,0,675,97.77,0,2,,,,,,,,,,,,,,
XP_015920255.1,XM_054858265.1,68.347,357,113,0,3,359,80,1150,0,545,83.19,0,2,,,,,,,,,,,,,,
XP_015920255.1,XM_054858043.1,64.986,357,124,1,2,357,849,1919,6.60E-172,504,80.11,0,3,,,,,,,,,,,,,,
XP_015920255.1,XM_054856241.1,59.053,359,144,1,1,356,46,1122,1.41E-153,465,77.72,0,1,,,,,,,,,,,,,,
XP_015920255.1,XM_054856746.1,59.773,353,142,0,3,355,355,1413,1.69E-153,446,77.62,0,1,,,,,,,,,,,,,,
XP_015920255.1,XM_054857342.1,51.136,352,172,0,3,354,159,1214,4.65E-131,382,67.05,0,3,,,,,,,,,,,,,,
XP_015920255.1,XM_054856941.1,47.159,352,186,0,1,352,4,1059,3.53E-130,377,71.31,0,1,,,,,,,,,,,,,,
XP_015920255.1,XM_054858873.1,46.875,352,185,1,7,356,258,1313,7.45E-118,354,67.9,0,3,,,,,,,,,,,,,,
XP_015920255.1,XM_054858899.1,44.944,356,196,0,1,356,19,1086,7.50E-117,343,65.73,0,1,,,,,,,,,,,,,,
XP_015920255.1,XM_054858900.1,43.575,358,202,0,1,358,53,1126,4.39E-108,326,62.85,0,2,,,,,,,,,,,,,,
XP_015921847.1,XM_054865839.1,61.927,218,83,0,78,295,321,974,6.11E-59,192,80.73,0,3,,,,,,,,,,,,,,
XP_015921847.1,XM_054865840.1,61.927,218,83,0,78,295,351,1004,7.94E-59,192,80.73,0,3,,,,,,,,,,,,,,
XP_015921847.1,XM_054865838.1,61.927,218,83,0,78,295,361,1014,8.80E-59,192,80.73,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054852673.1,72.141,341,59,4,73,377,991,2013,4.89E-162,476,80.35,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054852673.1,82.222,45,6,1,22,64,589,723,1.14E-15,79,86.67,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054851129.1,25.338,296,183,13,15,285,193,1041,7.72E-13,70.5,43.24,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054868770.1,25.952,289,173,14,96,361,692,1504,1.48E-12,69.7,41.87,0,2,,,,,,,,,,,,,,
XP_015923778.1,XM_054868769.1,25.952,289,173,14,96,361,734,1546,1.49E-12,69.7,41.87,0,2,,,,,,,,,,,,,,
XP_015923778.1,XM_054854628.1,25.389,193,132,6,102,285,519,1088,4.35E-12,68.2,45.6,0,3,,,,,,,,,,,,,,
XP_015923778.1,XM_054866532.1,27.624,181,112,5,119,289,4833,5348,2.95E-11,65.9,41.44,0,3,,,,,,,,,,,,,,
XP_015923778.1,XM_054851055.1,24.8,250,164,8,112,343,542,1273,5.69E-11,63.9,40,0,2,,,,,,,,,,,,,,
XP_015923778.1,XM_054864958.1,24,225,146,7,81,289,5305,5952,1.15E-10,63.9,43.11,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054859407.1,31.933,119,72,3,175,289,6460,6801,1.69E-10,63.2,47.06,0,1,,,,,,,,,,,,,,
XP_015923778.1,XM_054861856.1,28.977,176,113,7,119,285,629,1147,5.21E-10,61.2,46.02,0,2,,,,,,,,,,,,,,
XP_015930691.1,XM_054862761.1,91.168,2004,149,4,1,1979,55,6057,0,3297,94.51,0,1,,,,,,,,,,,,,,
XP_015930691.1,XM_054862808.1,90.714,2003,159,3,1,1979,29,6028,0,3283,94.46,0,2,,,,,,,,,,,,,,
XP_015930691.1,XM_054862770.1,90.818,2004,156,4,1,1979,63,6065,0,3283,94.36,0,3,,,,,,,,,,,,,,
XP_015930691.1,XM_054862791.1,90.364,2003,166,3,1,1979,55,6054,0,3268,94.31,0,1,,,,,,,,,,,,,,
XP_015930691.1,XM_054862753.1,90.319,2004,166,4,1,1979,89,6091,0,3263,94.11,0,2,,,,,,,,,,,,,,
XP_015930691.1,XM_054862776.1,90.215,2003,169,3,1,1979,55,6054,0,3262,94.21,0,1,,,,,,,,,,,,,,
XP_015930691.1,XM_054862784.1,89.865,2003,176,3,1,1979,91,6090,0,3249,94.06,0,1,,,,,,,,,,,,,,
XP_015930691.1,XM_054862799.1,89.865,2003,176,3,1,1979,153,6152,0,3249,94.06,0,3,,,,,,,,,,,,,,
XP_015930691.1,XM_054856469.1,80.453,1944,371,4,9,1948,73,5889,0,2803,90.64,0,1,,,,,,,,,,,,,,
