HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0042617	OG0002249	gnl|BL_ORD_ID|14808 lcl|NC_072738.1_cds_XP_054718354.1_14809 [gene=LOC129227772] [db_xref=GeneID:129227772] [protein=cytosolic endo-beta-N-acetylglucosaminidase-like] [exception=annotated by transcript or proteomic data] [protein_id=XP_054718354.1] [location=complement(join(142950833..142951135,142953200..142953320,142956292..142956543,142958222..142958403,142967996..142968104,142975464..142975567,142978845..>142979010,<142986346..142986402))] [gbkey=CDS]	gnl|BL_ORD_ID|14808 lcl|NC_072738.1_cds_XP_054718354.1_14809	LOC129227772	GeneID:129227772	cytosolic endo-beta-N-acetylglucosaminidase-like	XP_054718354.1	complement(join(142950833..142951135,142953200..142953320,142956292..142956543,142958222..142958403,142967996..142968104,142975464..142975567,142978845..>142979010,<142986346..142986402))	CDS	7.45476e-94	555	1275	[50, 1285]
N5.HOG0042630	OG0002250	gnl|BL_ORD_ID|64 lcl|NC_072731.1_cds_XP_054718461.1_65 [gene=LOC129227865] [db_xref=GeneID:129227865] [protein=RING finger protein 17-like] [protein_id=XP_054718461.1] [location=join(7436687..7436773,7437237..7437286,7440538..7440685,7442633..7442713,7443817..7443917,7444002..7444068,7444147..7444195,7444756..7444891,7448626..7448697,7454641..7454714,7456899..7457021,7457677..7457835,7468006..7468207,7471982..7472066,7475195..7475263,7475350..7475494,7476844..7476959,7477038..7477140,7479200..7479432,7482277..7482334,7483529..7483646,7485025..7485294,7489505..7489655,7492741..7492953,7494830..7494972,7497125..7497516,7501660..7501832,7501916..7502035,7503492..7503569,7507506..7507652,7511709..7511949,7518562..7518691,7520918..7521074,7528755..7528853)] [gbkey=CDS]	gnl|BL_ORD_ID|64 lcl|NC_072731.1_cds_XP_054718461.1_65	LOC129227865	GeneID:129227865	RING finger protein 17-like	XP_054718461.1	join(7436687..7436773,7437237..7437286,7440538..7440685,7442633..7442713,7443817..7443917,7444002..7444068,7444147..7444195,7444756..7444891,7448626..7448697,7454641..7454714,7456899..7457021,7457677..7457835,7468006..7468207,7471982..7472066,7475195..7475263,7475350..7475494,7476844..7476959,7477038..7477140,7479200..7479432,7482277..7482334,7483529..7483646,7485025..7485294,7489505..7489655,7492741..7492953,7494830..7494972,7497125..7497516,7501660..7501832,7501916..7502035,7503492..7503569,7507506..7507652,7511709..7511949,7518562..7518691,7520918..7521074,7528755..7528853)	CDS	0.0	2028	4371	[4, 4197]
N5.HOG0042638	OG0002251	gnl|BL_ORD_ID|15884 lcl|NC_072739.1_cds_XP_054721118.1_15885 [gene=LOC129230723] [db_xref=GeneID:129230723] [protein=putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1] [protein_id=XP_054721118.1] [location=complement(join(90714514..90714634,90715801..90715970,90721296..90721486,90724852..90724974,90727711..90727902,90732347..90732605,90733513..90733767,90736076..90736252,90737652..90737853,90740150..90740340,90743999..90744166,90745748..90745859,90747855..90747896,90749997..90750050,90765125..90765177))] [gbkey=CDS]	gnl|BL_ORD_ID|15884 lcl|NC_072739.1_cds_XP_054721118.1_15885	LOC129230723	GeneID:129230723	putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1	XP_054721118.1	complement(join(90714514..90714634,90715801..90715970,90721296..90721486,90724852..90724974,90727711..90727902,90732347..90732605,90733513..90733767,90736076..90736252,90737652..90737853,90740150..90740340,90743999..90744166,90745748..90745859,90747855..90747896,90749997..90750050,90765125..90765177))	CDS	0.0	2139	2361	[1, 2310]
N5.HOG0042652	OG0002252	gnl|BL_ORD_ID|2897 lcl|NC_072732.1_cds_XP_054708063.1_2898 [gene=LOC129217749] [db_xref=GeneID:129217749] [protein=beta-1,4-N-acetylgalactosaminyltransferase bre-4-like isoform X1] [protein_id=XP_054708063.1] [location=join(15322563..15323136,15674213..15674454,15726742..15726929,15770019..15770141,15772242..15772343,15792472..15792646)] [gbkey=CDS]	gnl|BL_ORD_ID|2897 lcl|NC_072732.1_cds_XP_054708063.1_2898	LOC129217749	GeneID:129217749	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like isoform X1	XP_054708063.1	join(15322563..15323136,15674213..15674454,15726742..15726929,15770019..15770141,15772242..15772343,15792472..15792646)	CDS	9.11968e-31	216	441	[160, 585]
N5.HOG0042654	OG0002252	gnl|BL_ORD_ID|2897 lcl|NC_072732.1_cds_XP_054708063.1_2898 [gene=LOC129217749] [db_xref=GeneID:129217749] [protein=beta-1,4-N-acetylgalactosaminyltransferase bre-4-like isoform X1] [protein_id=XP_054708063.1] [location=join(15322563..15323136,15674213..15674454,15726742..15726929,15770019..15770141,15772242..15772343,15792472..15792646)] [gbkey=CDS]	gnl|BL_ORD_ID|2897 lcl|NC_072732.1_cds_XP_054708063.1_2898	LOC129217749	GeneID:129217749	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like isoform X1	XP_054708063.1	join(15322563..15323136,15674213..15674454,15726742..15726929,15770019..15770141,15772242..15772343,15792472..15792646)	CDS	1.68861e-166	747	1035	[376, 1404]
N5.HOG0042660	OG0002253	gnl|BL_ORD_ID|3803 lcl|NC_072732.1_cds_XP_054706663.1_3804 [gene=LOC129216473] [db_xref=GeneID:129216473] [protein=zinc finger protein 521-like] [protein_id=XP_054706663.1] [location=complement(join(108121365..108125992,108148546..108148588,108173173..108173193,108176592..108176655,108181653..108181716,108186554..108186650))] [gbkey=CDS]	gnl|BL_ORD_ID|3803 lcl|NC_072732.1_cds_XP_054706663.1_3804	LOC129216473	GeneID:129216473	zinc finger protein 521-like	XP_054706663.1	complement(join(108121365..108125992,108148546..108148588,108173173..108173193,108176592..108176655,108181653..108181716,108186554..108186650))	CDS	0.0	2403	5067	[1, 4902]
N5.HOG0042670	OG0002254	gnl|BL_ORD_ID|10542 lcl|NC_072736.1_cds_XP_054714724.1_10543 [gene=LOC129224312] [db_xref=GeneID:129224312] [protein=transmembrane protein 135-like] [protein_id=XP_054714724.1] [location=join(31049764..31049916,31050706..31050833,31051712..31051804,31054770..31054803,31057821..31057886,31058393..31058439,31059750..31059791,31060731..31060959,31065950..31066117,31067727..31067867,31078634..31078732,31080761..31080828,31082344..31082485)] [gbkey=CDS]	gnl|BL_ORD_ID|10542 lcl|NC_072736.1_cds_XP_054714724.1_10543	LOC129224312	GeneID:129224312	transmembrane protein 135-like	XP_054714724.1	join(31049764..31049916,31050706..31050833,31051712..31051804,31054770..31054803,31057821..31057886,31058393..31058439,31059750..31059791,31060731..31060959,31065950..31066117,31067727..31067867,31078634..31078732,31080761..31080828,31082344..31082485)	CDS	0.0	1059	1425	[1, 1410]
N5.HOG0042685	OG0002255	gnl|BL_ORD_ID|4459 lcl|NC_072732.1_cds_XP_054706310.1_4460 [gene=LOC129216164] [db_xref=GeneID:129216164] [protein=muscle M-line assembly protein unc-89-like isoform X2] [protein_id=XP_054706310.1] [location=complement(join(174249736..174251106,174253420..174253578,174254664..174254863,174255854..174256054,174257800..174257998,174259221..174259290,174259869..174259908,174260782..174260962,174264360..174264626,174267420..174267612,174268942..174268966,174274197..174274377,174275284..174275413,174276565..174276716,174278752..174278915,174280028..174280330,174281768..174281948,174282997..174283236,174284888..174285036,174286854..174287037,174289722..174289913,174291396..174291518,174292354..174292503,174294813..174294989,174295758..174295946,174297586..174297711,174299701..174299877,174305086..174305247,174305721..174305912,174307284..174307406,174309262..174309375,174313352..174313516,174316152..174316343,174317237..174317356,174323796..174324055,174325306..174325414,174331527..174331718,174331928..174332017))] [gbkey=CDS]	gnl|BL_ORD_ID|4459 lcl|NC_072732.1_cds_XP_054706310.1_4460	LOC129216164	GeneID:129216164	muscle M-line assembly protein unc-89-like isoform X2	XP_054706310.1	complement(join(174249736..174251106,174253420..174253578,174254664..174254863,174255854..174256054,174257800..174257998,174259221..174259290,174259869..174259908,174260782..174260962,174264360..174264626,174267420..174267612,174268942..174268966,174274197..174274377,174275284..174275413,174276565..174276716,174278752..174278915,174280028..174280330,174281768..174281948,174282997..174283236,174284888..174285036,174286854..174287037,174289722..174289913,174291396..174291518,174292354..174292503,174294813..174294989,174295758..174295946,174297586..174297711,174299701..174299877,174305086..174305247,174305721..174305912,174307284..174307406,174309262..174309375,174313352..174313516,174316152..174316343,174317237..174317356,174323796..174324055,174325306..174325414,174331527..174331718,174331928..174332017))	CDS	0.0	1458	1878	[13, 1890]
N5.HOG0042688	OG0002256	gnl|BL_ORD_ID|5051 lcl|NC_072733.1_cds_XP_054708904.1_5052 [gene=LOC129218609] [db_xref=GeneID:129218609] [protein=potassium channel subfamily K member 1-like] [protein_id=XP_054708904.1] [location=join(15526176..15526350,15591635..15591775,15601704..15601915,15606090..15606276,15608513..15608760)] [gbkey=CDS]	gnl|BL_ORD_ID|5051 lcl|NC_072733.1_cds_XP_054708904.1_5052	LOC129218609	GeneID:129218609	potassium channel subfamily K member 1-like	XP_054708904.1	join(15526176..15526350,15591635..15591775,15601704..15601915,15606090..15606276,15608513..15608760)	CDS	0.0	849	963	[1, 963]
N5.HOG0042689	OG0002256	gnl|BL_ORD_ID|18764 lcl|NW_026558882.1_cds_XP_054723698.1_18765 [gene=LOC129233745] [db_xref=GeneID:129233745] [protein=potassium channel subfamily K member 6-like] [protein_id=XP_054723698.1] [location=join(34953..35166,47136..47267,48423..48634,50182..50368,51638..51891)] [gbkey=CDS]	gnl|BL_ORD_ID|18764 lcl|NW_026558882.1_cds_XP_054723698.1_18765	LOC129233745	GeneID:129233745	potassium channel subfamily K member 6-like	XP_054723698.1	join(34953..35166,47136..47267,48423..48634,50182..50368,51638..51891)	CDS	1.3832e-79	396	957	[16, 969]
N5.HOG0042691	OG0002257	gnl|BL_ORD_ID|5313 lcl|NC_072733.1_cds_XP_054708772.1_5314 [gene=LOC129218509] [db_xref=GeneID:129218509] [protein=uncharacterized protein LOC129218509] [protein_id=XP_054708772.1] [location=complement(join(58317841..58317947,58327738..58327872,58328298..58328527,58361989..58362041))] [gbkey=CDS]	gnl|BL_ORD_ID|5313 lcl|NC_072733.1_cds_XP_054708772.1_5314	LOC129218509	GeneID:129218509	uncharacterized protein LOC129218509	XP_054708772.1	complement(join(58317841..58317947,58327738..58327872,58328298..58328527,58361989..58362041))	CDS	3.02079e-22	171	291	[1, 282]
N5.HOG0042695	OG0002258	gnl|BL_ORD_ID|838 lcl|NC_072731.1_cds_XP_054721170.1_839 [gene=LOC129230774] [db_xref=GeneID:129230774] [protein=mucin-17-like] [protein_id=XP_054721170.1] [location=complement(join(84383987..84384061,84393976..84394073,84399256..84399355,84411645..84411750,84415475..84415703,84420312..84420531,84441039..84441449,84497562..84497756,84525036..84525569,84557887..84558483,84585646..84585828,84589436..84589531,84599124..84600129,84609722..84609866,84622944..84623056,84645761..84645884,84655174..84655362,84661336..84661426,84663211..84663300,84695687..84695781,84699768..84699940,84729544..84729623))] [gbkey=CDS]	gnl|BL_ORD_ID|838 lcl|NC_072731.1_cds_XP_054721170.1_839	LOC129230774	GeneID:129230774	mucin-17-like	XP_054721170.1	complement(join(84383987..84384061,84393976..84394073,84399256..84399355,84411645..84411750,84415475..84415703,84420312..84420531,84441039..84441449,84497562..84497756,84525036..84525569,84557887..84558483,84585646..84585828,84589436..84589531,84599124..84600129,84609722..84609866,84622944..84623056,84645761..84645884,84655174..84655362,84661336..84661426,84663211..84663300,84695687..84695781,84699768..84699940,84729544..84729623))	CDS	2.20884e-104	732	1674	[1525, 3114]
N5.HOG0042717	OG0002259	gnl|BL_ORD_ID|2512 lcl|NC_072731.1_cds_XP_054724141.1_2513 [gene=LOC129234232] [db_xref=GeneID:129234232] [protein=endosome/lysosome-associated apoptosis and autophagy regulator family member 2-like] [protein_id=XP_054724141.1] [location=join(249465525..249465629,249501220..249501343,249502619..249502826,249508154..249508301,249522092..249522181,249522303..249522417,249527420..249527569,249531207..249531476,249532720..249532824,249533388..249533605,249534592..249534659,249536547..249536735,249537736..249537969,249539031..249539160,249542031..249542140,249546119..249546195,249546757..249546799,249549571..249549757,249551833..249552047,249554888..249555068,249558234..249558290)] [gbkey=CDS]	gnl|BL_ORD_ID|2512 lcl|NC_072731.1_cds_XP_054724141.1_2513	LOC129234232	GeneID:129234232	endosome/lysosome-associated apoptosis and autophagy regulator family member 2-like	XP_054724141.1	join(249465525..249465629,249501220..249501343,249502619..249502826,249508154..249508301,249522092..249522181,249522303..249522417,249527420..249527569,249531207..249531476,249532720..249532824,249533388..249533605,249534592..249534659,249536547..249536735,249537736..249537969,249539031..249539160,249542031..249542140,249546119..249546195,249546757..249546799,249549571..249549757,249551833..249552047,249554888..249555068,249558234..249558290)	CDS	0.0	2538	3003	[25, 3024]
N5.HOG0042718	OG0002260	gnl|BL_ORD_ID|11993 lcl|NC_072737.1_cds_XP_054716486.1_11994 [gene=LOC129225955] [db_xref=GeneID:129225955] [protein=COP9 signalosome complex subunit 7b-like isoform X3] [protein_id=XP_054716486.1] [location=complement(join(10811293..10811314,10841711..10841826,10843786..10843891,10846782..10846984,10849061..10849149,10862039..10862114,10862836..10863006))] [gbkey=CDS]	gnl|BL_ORD_ID|11993 lcl|NC_072737.1_cds_XP_054716486.1_11994	LOC129225955	GeneID:129225955	COP9 signalosome complex subunit 7b-like isoform X3	XP_054716486.1	complement(join(10811293..10811314,10841711..10841826,10843786..10843891,10846782..10846984,10849061..10849149,10862039..10862114,10862836..10863006))	CDS	1.12919e-149	675	762	[1, 759]
N5.HOG0042723	OG0002261	gnl|BL_ORD_ID|5555 lcl|NC_072733.1_cds_XP_054709147.1_5556 [gene=LOC129218850] [db_xref=GeneID:129218850] [protein=hormone receptor 4-like] [protein_id=XP_054709147.1] [location=join(92304697..92305357,92305634..92305859,92330775..92330923,92337943..92338004,92342146..92342170,92342301..92342329,92342368..92342742,92344779..92345094,92348045..92348256)] [gbkey=CDS]	gnl|BL_ORD_ID|5555 lcl|NC_072733.1_cds_XP_054709147.1_5556	LOC129218850	GeneID:129218850	hormone receptor 4-like	XP_054709147.1	join(92304697..92305357,92305634..92305859,92330775..92330923,92337943..92338004,92342146..92342170,92342301..92342329,92342368..92342742,92344779..92345094,92348045..92348256)	CDS	1.44541e-147	693	1299	[799, 2046]
N5.HOG0042726	OG0002261	gnl|BL_ORD_ID|5555 lcl|NC_072733.1_cds_XP_054709147.1_5556 [gene=LOC129218850] [db_xref=GeneID:129218850] [protein=hormone receptor 4-like] [protein_id=XP_054709147.1] [location=join(92304697..92305357,92305634..92305859,92330775..92330923,92337943..92338004,92342146..92342170,92342301..92342329,92342368..92342742,92344779..92345094,92348045..92348256)] [gbkey=CDS]	gnl|BL_ORD_ID|5555 lcl|NC_072733.1_cds_XP_054709147.1_5556	LOC129218850	GeneID:129218850	hormone receptor 4-like	XP_054709147.1	join(92304697..92305357,92305634..92305859,92330775..92330923,92337943..92338004,92342146..92342170,92342301..92342329,92342368..92342742,92344779..92345094,92348045..92348256)	CDS	8.06537e-148	690	942	[1165, 2055]
N5.HOG0042730	OG0002262	gnl|BL_ORD_ID|15818 lcl|NC_072739.1_cds_XP_054719502.1_15819 [gene=LOC129229257] [db_xref=GeneID:129229257] [protein=acidic mammalian chitinase-like] [protein_id=XP_054719502.1] [location=complement(join(85245378..85245509,85249960..85250079,85255744..85255911,85260440..85260569,85265395..85265519,85271684..85271810,85275956..85276223,85280106..85280169))] [gbkey=CDS]	gnl|BL_ORD_ID|15818 lcl|NC_072739.1_cds_XP_054719502.1_15819	LOC129229257	GeneID:129229257	acidic mammalian chitinase-like	XP_054719502.1	complement(join(85245378..85245509,85249960..85250079,85255744..85255911,85260440..85260569,85265395..85265519,85271684..85271810,85275956..85276223,85280106..85280169))	CDS	3.00509e-158	687	1131	[22, 1134]
N5.HOG0042737	OG0002263	gnl|BL_ORD_ID|17005 lcl|NC_072740.1_cds_XP_054721619.1_17006 [gene=LOC129231352] [db_xref=GeneID:129231352] [protein=E-selectin-like] [protein_id=XP_054721619.1] [location=join(68928395..68928455,68994735..68994917,68995896..68996084,68999833..68999922,69001799..69001927,69003384..69003554,69006984..69007172,69012200..69012385,69014381..69014434,69016513..69016591,69019036..69019448,69019815..69020314)] [gbkey=CDS]	gnl|BL_ORD_ID|17005 lcl|NC_072740.1_cds_XP_054721619.1_17006	LOC129231352	GeneID:129231352	E-selectin-like	XP_054721619.1	join(68928395..68928455,68994735..68994917,68995896..68996084,68999833..68999922,69001799..69001927,69003384..69003554,69006984..69007172,69012200..69012385,69014381..69014434,69016513..69016591,69019036..69019448,69019815..69020314)	CDS	4.48947e-146	789	1356	[565, 1917]
N5.HOG0042738	OG0002263	gnl|BL_ORD_ID|17005 lcl|NC_072740.1_cds_XP_054721619.1_17006 [gene=LOC129231352] [db_xref=GeneID:129231352] [protein=E-selectin-like] [protein_id=XP_054721619.1] [location=join(68928395..68928455,68994735..68994917,68995896..68996084,68999833..68999922,69001799..69001927,69003384..69003554,69006984..69007172,69012200..69012385,69014381..69014434,69016513..69016591,69019036..69019448,69019815..69020314)] [gbkey=CDS]	gnl|BL_ORD_ID|17005 lcl|NC_072740.1_cds_XP_054721619.1_17006	LOC129231352	GeneID:129231352	E-selectin-like	XP_054721619.1	join(68928395..68928455,68994735..68994917,68995896..68996084,68999833..68999922,69001799..69001927,69003384..69003554,69006984..69007172,69012200..69012385,69014381..69014434,69016513..69016591,69019036..69019448,69019815..69020314)	CDS	0.0	1227	1857	[76, 1917]
N5.HOG0042740	OG0002264	gnl|BL_ORD_ID|1008 lcl|NC_072731.1_cds_XP_054709209.1_1009 [gene=LOC129218885] [db_xref=GeneID:129218885] [protein=uncharacterized protein LOC129218885] [protein_id=XP_054709209.1] [location=complement(join(108532260..108532304,108534290..108534328,108541969..108542010,108544508..108544612,108550694..108550752,108558169..108558274))] [gbkey=CDS]	gnl|BL_ORD_ID|1008 lcl|NC_072731.1_cds_XP_054709209.1_1009	LOC129218885	GeneID:129218885	uncharacterized protein LOC129218885	XP_054709209.1	complement(join(108532260..108532304,108534290..108534328,108541969..108542010,108544508..108544612,108550694..108550752,108558169..108558274))	CDS	1.51054e-10	90	291	[76, 360]
N5.HOG0042751	OG0002265	gnl|BL_ORD_ID|3516 lcl|NC_072732.1_cds_XP_054724950.1_3517 [gene=LOC129235261] [db_xref=GeneID:129235261] [protein=RNA-binding protein lark-like] [protein_id=XP_054724950.1] [location=complement(join(81834818..81834872,81835175..81835195,81839256..81839650,81840950..81841033,81851073..81851195,81854224..81854226))] [gbkey=CDS]	gnl|BL_ORD_ID|3516 lcl|NC_072732.1_cds_XP_054724950.1_3517	LOC129235261	GeneID:129235261	RNA-binding protein lark-like	XP_054724950.1	complement(join(81834818..81834872,81835175..81835195,81839256..81839650,81840950..81841033,81851073..81851195,81854224..81854226))	CDS	1.14091e-100	549	633	[1, 627]
N5.HOG0042753	OG0002265	gnl|BL_ORD_ID|3516 lcl|NC_072732.1_cds_XP_054724950.1_3517 [gene=LOC129235261] [db_xref=GeneID:129235261] [protein=RNA-binding protein lark-like] [protein_id=XP_054724950.1] [location=complement(join(81834818..81834872,81835175..81835195,81839256..81839650,81840950..81841033,81851073..81851195,81854224..81854226))] [gbkey=CDS]	gnl|BL_ORD_ID|3516 lcl|NC_072732.1_cds_XP_054724950.1_3517	LOC129235261	GeneID:129235261	RNA-binding protein lark-like	XP_054724950.1	complement(join(81834818..81834872,81835175..81835195,81839256..81839650,81840950..81841033,81851073..81851195,81854224..81854226))	CDS	1.83449e-109	546	627	[1, 627]
N5.HOG0042762	OG0002266	gnl|BL_ORD_ID|400 lcl|NC_072731.1_cds_XP_054724532.1_401 [gene=LOC129234542] [db_xref=GeneID:129234542] [protein=cytochrome P450 2J6-like] [protein_id=XP_054724532.1] [location=join(35635850..35636097,35656748..35656875,35730245..35730351,35778502..35778803,35790758..35790876,35794548..35794803,35797156..35797343,35804304..35804482)] [gbkey=CDS]	gnl|BL_ORD_ID|400 lcl|NC_072731.1_cds_XP_054724532.1_401	LOC129234542	GeneID:129234542	cytochrome P450 2J6-like	XP_054724532.1	join(35635850..35636097,35656748..35656875,35730245..35730351,35778502..35778803,35790758..35790876,35794548..35794803,35797156..35797343,35804304..35804482)	CDS	0.0	1197	1527	[1, 1527]
N5.HOG0042766	OG0002267	gnl|BL_ORD_ID|8130 lcl|NC_072734.1_cds_XP_054711336.1_8131 [gene=LOC129220926] [db_xref=GeneID:129220926] [protein=N-acetylglucosamine-6-sulfatase-like] [protein_id=XP_054711336.1] [location=complement(join(152284127..152284231,152286269..152286379,152286505..152286711,152289617..152289720,152296249..152296367,152303388..152303470,152309283..152309450,152314818..152314916,152317605..152317670,152317758..152317961,152320088..152320147,152325602..152325754))] [gbkey=CDS]	gnl|BL_ORD_ID|8130 lcl|NC_072734.1_cds_XP_054711336.1_8131	LOC129220926	GeneID:129220926	N-acetylglucosamine-6-sulfatase-like	XP_054711336.1	complement(join(152284127..152284231,152286269..152286379,152286505..152286711,152289617..152289720,152296249..152296367,152303388..152303470,152309283..152309450,152314818..152314916,152317605..152317670,152317758..152317961,152320088..152320147,152325602..152325754))	CDS	2.87192e-107	474	705	[211, 912]
N5.HOG0042774	OG0002267	gnl|BL_ORD_ID|8130 lcl|NC_072734.1_cds_XP_054711336.1_8131 [gene=LOC129220926] [db_xref=GeneID:129220926] [protein=N-acetylglucosamine-6-sulfatase-like] [protein_id=XP_054711336.1] [location=complement(join(152284127..152284231,152286269..152286379,152286505..152286711,152289617..152289720,152296249..152296367,152303388..152303470,152309283..152309450,152314818..152314916,152317605..152317670,152317758..152317961,152320088..152320147,152325602..152325754))] [gbkey=CDS]	gnl|BL_ORD_ID|8130 lcl|NC_072734.1_cds_XP_054711336.1_8131	LOC129220926	GeneID:129220926	N-acetylglucosamine-6-sulfatase-like	XP_054711336.1	complement(join(152284127..152284231,152286269..152286379,152286505..152286711,152289617..152289720,152296249..152296367,152303388..152303470,152309283..152309450,152314818..152314916,152317605..152317670,152317758..152317961,152320088..152320147,152325602..152325754))	CDS	0.0	882	1383	[100, 1473]
N5.HOG0042776	OG0002268	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265 [gene=LOC129230976] [db_xref=GeneID:129230976] [protein=ADAM 17-like protease] [protein_id=XP_054721190.1] [location=join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)] [gbkey=CDS]	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265	LOC129230976	GeneID:129230976	ADAM 17-like protease	XP_054721190.1	join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)	CDS	0.0	978	1164	[25, 1185]
N5.HOG0042781	OG0002268	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265 [gene=LOC129230976] [db_xref=GeneID:129230976] [protein=ADAM 17-like protease] [protein_id=XP_054721190.1] [location=join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)] [gbkey=CDS]	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265	LOC129230976	GeneID:129230976	ADAM 17-like protease	XP_054721190.1	join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)	CDS	0.0	2100	2427	[13, 2433]
N5.HOG0042785	OG0002268	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265 [gene=LOC129230976] [db_xref=GeneID:129230976] [protein=ADAM 17-like protease] [protein_id=XP_054721190.1] [location=join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)] [gbkey=CDS]	gnl|BL_ORD_ID|17264 lcl|NC_072740.1_cds_XP_054721190.1_17265	LOC129230976	GeneID:129230976	ADAM 17-like protease	XP_054721190.1	join(103181826..103181883,103188639..103188777,103197807..103197940,103198199..103198391,103202902..103203118,103203202..103203396,103205039..103205177,103205326..103205436,103207340..103207345,103208259..103208377,103208461..103208530,103211019..103211151,103215643..103215743,103218527..103218590,103218677..103218750,103224121..103224236,103225039..103225117,103227351..103227439,103230408..103230464,103232190..103232528)	CDS	0.0	903	999	[1435, 2433]
N5.HOG0042789	OG0002269	gnl|BL_ORD_ID|15341 lcl|NC_072739.1_cds_XP_054721039.1_15342 [gene=LOC129230648] [db_xref=GeneID:129230648] [protein=multiple C2 and transmembrane domain-containing protein-like] [protein_id=XP_054721039.1] [location=complement(join(34990586..34990663,34992451..34992548,34996889..34996998,35005436..35005542,35006235..35006285,35007347..35007475,35011990..35012109,35012215..35012289,35014589..35014690,35014855..35014957,35018122..35018263,35018360..35018414,35020359..35020545,35022967..35023097,35025109..35025312,35034598..35034718,35041402..35041624,35045034..35045142,35056889..35057219,35092112..35092388,35173391..35173481))] [gbkey=CDS]	gnl|BL_ORD_ID|15341 lcl|NC_072739.1_cds_XP_054721039.1_15342	LOC129230648	GeneID:129230648	multiple C2 and transmembrane domain-containing protein-like	XP_054721039.1	complement(join(34990586..34990663,34992451..34992548,34996889..34996998,35005436..35005542,35006235..35006285,35007347..35007475,35011990..35012109,35012215..35012289,35014589..35014690,35014855..35014957,35018122..35018263,35018360..35018414,35020359..35020545,35022967..35023097,35025109..35025312,35034598..35034718,35041402..35041624,35045034..35045142,35056889..35057219,35092112..35092388,35173391..35173481))	CDS	7.98613e-63	309	339	[2506, 2844]
N5.HOG0042791	OG0002269	gnl|BL_ORD_ID|15341 lcl|NC_072739.1_cds_XP_054721039.1_15342 [gene=LOC129230648] [db_xref=GeneID:129230648] [protein=multiple C2 and transmembrane domain-containing protein-like] [protein_id=XP_054721039.1] [location=complement(join(34990586..34990663,34992451..34992548,34996889..34996998,35005436..35005542,35006235..35006285,35007347..35007475,35011990..35012109,35012215..35012289,35014589..35014690,35014855..35014957,35018122..35018263,35018360..35018414,35020359..35020545,35022967..35023097,35025109..35025312,35034598..35034718,35041402..35041624,35045034..35045142,35056889..35057219,35092112..35092388,35173391..35173481))] [gbkey=CDS]	gnl|BL_ORD_ID|15341 lcl|NC_072739.1_cds_XP_054721039.1_15342	LOC129230648	GeneID:129230648	multiple C2 and transmembrane domain-containing protein-like	XP_054721039.1	complement(join(34990586..34990663,34992451..34992548,34996889..34996998,35005436..35005542,35006235..35006285,35007347..35007475,35011990..35012109,35012215..35012289,35014589..35014690,35014855..35014957,35018122..35018263,35018360..35018414,35020359..35020545,35022967..35023097,35025109..35025312,35034598..35034718,35041402..35041624,35045034..35045142,35056889..35057219,35092112..35092388,35173391..35173481))	CDS	0.0	2253	2790	[91, 2844]
