HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0046641	OG0002742	gnl|BL_ORD_ID|17024 lcl|NC_092209.1_cds_XP_015912554.2_17025 [gene=LOC107443261] [db_xref=GeneID:107443261] [protein=serine/threonine-protein phosphatase 4 regulatory subunit 1] [frame=3] [partial=5'] [exception=annotated by transcript or proteomic data] [protein_id=XP_015912554.2] [location=join(<39189024..39189192,39254638..39254744,39266207..39266343,39266424..39266484,39268613..39268698,39272099..39272194,39274507..39274572,39274650..39274808,39280670..39281886,39283352..39283422,39285067..39285119,39285965..39286150,39288701..39288877,39289353..39289468,39290997..39291117,39291481..39291596,39292642..39292802,39293770..39293921,39295173..39295190)] [gbkey=CDS]	gnl|BL_ORD_ID|17024 lcl|NC_092209.1_cds_XP_015912554.2_17025	LOC107443261	GeneID:107443261	serine/threonine-protein phosphatase 4 regulatory subunit 1	XP_015912554.2	join(<39189024..39189192,39254638..39254744,39266207..39266343,39266424..39266484,39268613..39268698,39272099..39272194,39274507..39274572,39274650..39274808,39280670..39281886,39283352..39283422,39285067..39285119,39285965..39286150,39288701..39288877,39289353..39289468,39290997..39291117,39291481..39291596,39292642..39292802,39293770..39293921,39295173..39295190)	CDS	0.0	1800	3303	[43, 3249]
N5.HOG0046643	OG0002743	gnl|BL_ORD_ID|8257 lcl|NC_092206.1_cds_XP_015926421.1_8258 [gene=LOC107453920] [db_xref=GeneID:107453920] [protein=brefeldin A-inhibited guanine nucleotide-exchange protein 1 isoform X1] [protein_id=XP_015926421.1] [location=complement(join(63866129..63866272,63868315..63868435,63869612..63869750,63871910..63872096,63873734..63873879,63874478..63874640,63877432..63877528,63879420..63879558,63880896..63881292,63881378..63881538,63884195..63884519,63888666..63888876,63889923..63890022,63890999..63891122,63891219..63891377,63892597..63892725,63893536..63893687,63893775..63893934,63896036..63896120,63898733..63898903,63901089..63901235,63901355..63901532,63903745..63903892,63905438..63905538,63907023..63907122,63907212..63907446,63910718..63910952,63912477..63912615,63912931..63913113,63913718..63913864,63916069..63916213,63921403..63921420,63922355..63922385,63925241..63925364))] [gbkey=CDS]	gnl|BL_ORD_ID|8257 lcl|NC_092206.1_cds_XP_015926421.1_8258	LOC107453920	GeneID:107453920	brefeldin A-inhibited guanine nucleotide-exchange protein 1 isoform X1	XP_015926421.1	complement(join(63866129..63866272,63868315..63868435,63869612..63869750,63871910..63872096,63873734..63873879,63874478..63874640,63877432..63877528,63879420..63879558,63880896..63881292,63881378..63881538,63884195..63884519,63888666..63888876,63889923..63890022,63890999..63891122,63891219..63891377,63892597..63892725,63893536..63893687,63893775..63893934,63896036..63896120,63898733..63898903,63901089..63901235,63901355..63901532,63903745..63903892,63905438..63905538,63907023..63907122,63907212..63907446,63910718..63910952,63912477..63912615,63912931..63913113,63913718..63913864,63916069..63916213,63921403..63921420,63922355..63922385,63925241..63925364))	CDS	0.0	3438	4707	[607, 5184]
N5.HOG0046654	OG0002744	gnl|BL_ORD_ID|30891 lcl|NC_092214.1_cds_XP_042899889.2_30892 [gene=LOC107446656] [db_xref=GeneID:107446656] [protein=probable tRNA (uracil-O(2)-)-methyltransferase] [protein_id=XP_042899889.2] [location=complement(join(28657739..28657935,28658838..28658954,28666720..28667047,28668380..28668563,28670754..28670854,28671677..28671748,28671933..28672040,28678308..28678382,28678461..28678680,28681527..28681629,28681708..28681829,28681914..28682019,28682098..28682497))] [gbkey=CDS]	gnl|BL_ORD_ID|30891 lcl|NC_092214.1_cds_XP_042899889.2_30892	LOC107446656	GeneID:107446656	probable tRNA (uracil-O(2)-)-methyltransferase	XP_042899889.2	complement(join(28657739..28657935,28658838..28658954,28666720..28667047,28668380..28668563,28670754..28670854,28671677..28671748,28671933..28672040,28678308..28678382,28678461..28678680,28681527..28681629,28681708..28681829,28681914..28682019,28682098..28682497))	CDS	5.91587e-171	759	1632	[559, 2130]
N5.HOG0046671	OG0002746	gnl|BL_ORD_ID|28019 lcl|NC_092213.1_cds_XP_071042860.1_28020 [gene=LOC107452177] [db_xref=GeneID:107452177] [protein=uncharacterized protein isoform X3] [protein_id=XP_071042860.1] [location=join(25295523..25297583,25302065..25302253,25302901..25303178,25305313..25305483,25307404..25307512,25312997..25314889)] [gbkey=CDS]	gnl|BL_ORD_ID|28019 lcl|NC_092213.1_cds_XP_071042860.1_28020	LOC107452177	GeneID:107452177	uncharacterized protein isoform X3	XP_071042860.1	join(25295523..25297583,25302065..25302253,25302901..25303178,25305313..25305483,25307404..25307512,25312997..25314889)	CDS	7.46448e-147	726	1062	[2395, 3417]
N5.HOG0046676	OG0002746	gnl|BL_ORD_ID|28019 lcl|NC_092213.1_cds_XP_071042860.1_28020 [gene=LOC107452177] [db_xref=GeneID:107452177] [protein=uncharacterized protein isoform X3] [protein_id=XP_071042860.1] [location=join(25295523..25297583,25302065..25302253,25302901..25303178,25305313..25305483,25307404..25307512,25312997..25314889)] [gbkey=CDS]	gnl|BL_ORD_ID|28019 lcl|NC_092213.1_cds_XP_071042860.1_28020	LOC107452177	GeneID:107452177	uncharacterized protein isoform X3	XP_071042860.1	join(25295523..25297583,25302065..25302253,25302901..25303178,25305313..25305483,25307404..25307512,25312997..25314889)	CDS	0.0	1104	1212	[1786, 2997]
N5.HOG0046680	OG0002747	gnl|BL_ORD_ID|17645 lcl|NC_092209.1_cds_XP_071037703.1_17646 [gene=LOC107451991] [db_xref=GeneID:107451991] [protein=RUS family member 1] [protein_id=XP_071037703.1] [location=join(57414767..57414910,57416088..57416165,57419723..57419837,57421826..57421871,57422985..57423017,57425180..57425285,57425457..57425629,57427682..57427945,57430784..57430863,57434666..57434779,57439778..57439923)] [gbkey=CDS]	gnl|BL_ORD_ID|17645 lcl|NC_092209.1_cds_XP_071037703.1_17646	LOC107451991	GeneID:107451991	RUS family member 1	XP_071037703.1	join(57414767..57414910,57416088..57416165,57419723..57419837,57421826..57421871,57422985..57423017,57425180..57425285,57425457..57425629,57427682..57427945,57430784..57430863,57434666..57434779,57439778..57439923)	CDS	2.50913e-175	738	1296	[25, 1299]
N5.HOG0046686	OG0002748	gnl|BL_ORD_ID|9541 lcl|NC_092206.1_cds_XP_042906132.1_9542 [gene=LOC107445605] [db_xref=GeneID:107445605] [protein=nonsense-mediated mRNA decay factor SMG7] [protein_id=XP_042906132.1] [location=complement(join(101685834..101685917,101692501..101692547,101693225..101693399,101700228..101700792,101703122..101703180,101703275..101703355,101705919..101706032,101706658..101706738,101706844..101707031,101708643..101708809,101708888..101709010,101709093..101709159,101710385..101710458,101712260..101712416,101713964..101714194,101721389..101721477,101725287..101725440,101725511..101725582,101730689..101730781,101732716..101732794,101734533..101734604,101737444..101737622,101745464..101745495,101747616..101747644))] [gbkey=CDS]	gnl|BL_ORD_ID|9541 lcl|NC_092206.1_cds_XP_042906132.1_9542	LOC107445605	GeneID:107445605	nonsense-mediated mRNA decay factor SMG7	XP_042906132.1	complement(join(101685834..101685917,101692501..101692547,101693225..101693399,101700228..101700792,101703122..101703180,101703275..101703355,101705919..101706032,101706658..101706738,101706844..101707031,101708643..101708809,101708888..101709010,101709093..101709159,101710385..101710458,101712260..101712416,101713964..101714194,101721389..101721477,101725287..101725440,101725511..101725582,101730689..101730781,101732716..101732794,101734533..101734604,101737444..101737622,101745464..101745495,101747616..101747644))	CDS	0.0	2256	3102	[1, 3012]
N5.HOG0046699	OG0002749	gnl|BL_ORD_ID|22331 lcl|NC_092211.1_cds_XP_015915080.2_22332 [gene=LOC107445244] [db_xref=GeneID:107445244] [protein=RNA helicase aquarius] [protein_id=XP_015915080.2] [location=complement(join(28974639..28975214,28977771..28978002,28980714..28984051))] [gbkey=CDS]	gnl|BL_ORD_ID|22331 lcl|NC_092211.1_cds_XP_015915080.2_22332	LOC107445244	GeneID:107445244	RNA helicase aquarius	XP_015915080.2	complement(join(28974639..28975214,28977771..28978002,28980714..28984051))	CDS	0.0	816	1152	[1, 1137]
N5.HOG0046716	OG0002750	gnl|BL_ORD_ID|32914 lcl|NC_092215.1_cds_XP_015911708.1_32915 [gene=LOC107442615] [db_xref=GeneID:107442615] [protein=gamma-aminobutyric acid receptor subunit beta-like isoform X2] [protein_id=XP_015911708.1] [location=join(39236495..39236586,39283983..39284065,39303609..39303676,39363439..39363665,39404814..39404896,39408211..39408348,39410997..39411493,39481188..39481445)] [gbkey=CDS]	gnl|BL_ORD_ID|32914 lcl|NC_092215.1_cds_XP_015911708.1_32915	LOC107442615	GeneID:107442615	gamma-aminobutyric acid receptor subunit beta-like isoform X2	XP_015911708.1	join(39236495..39236586,39283983..39284065,39303609..39303676,39363439..39363665,39404814..39404896,39408211..39408348,39410997..39411493,39481188..39481445)	CDS	0.0	1428	1446	[1, 1446]
N5.HOG0046720	OG0002751	gnl|BL_ORD_ID|14022 lcl|NC_092208.1_cds_XP_071037465.1_14023 [gene=LOC107439126] [db_xref=GeneID:107439126] [protein=phospholipid scramblase 2 isoform X2] [protein_id=XP_071037465.1] [location=complement(join(43031990..43032049,43032364..43032522,43034287..43034451,43034596..43034735,43038442..43038519,43041571..43041687,43043097..43043336,43043373..43043529))] [gbkey=CDS]	gnl|BL_ORD_ID|14022 lcl|NC_092208.1_cds_XP_071037465.1_14023	LOC107439126	GeneID:107439126	phospholipid scramblase 2 isoform X2	XP_071037465.1	complement(join(43031990..43032049,43032364..43032522,43034287..43034451,43034596..43034735,43038442..43038519,43041571..43041687,43043097..43043336,43043373..43043529))	CDS	2.08506e-102	477	732	[358, 1086]
N5.HOG0046724	OG0002751	gnl|BL_ORD_ID|14024 lcl|NC_092208.1_cds_XP_042895904.1_14025 [gene=LOC107439126] [db_xref=GeneID:107439126] [protein=phospholipid scramblase 2 isoform X1] [protein_id=XP_042895904.1] [location=complement(join(43031990..43032049,43032364..43032522,43034287..43034451,43034596..43034735,43038442..43038519,43041571..43041687,43043097..43043529))] [gbkey=CDS]	gnl|BL_ORD_ID|14024 lcl|NC_092208.1_cds_XP_042895904.1_14025	LOC107439126	GeneID:107439126	phospholipid scramblase 2 isoform X1	XP_042895904.1	complement(join(43031990..43032049,43032364..43032522,43034287..43034451,43034596..43034735,43038442..43038519,43041571..43041687,43043097..43043529))	CDS	1.60847e-139	618	909	[244, 1152]
N5.HOG0046726	OG0002752	gnl|BL_ORD_ID|21480 lcl|NC_092210.1_cds_XP_071039035.1_21481 [gene=LOC122269156] [db_xref=GeneID:122269156] [protein=uncharacterized protein isoform X2] [protein_id=XP_071039035.1] [location=join(89728569..89728965,89810668..89810862,89814073..89814330,89816875..89816991,89823153..89823310,89829726..89829937,89830668..89831622)] [gbkey=CDS]	gnl|BL_ORD_ID|21480 lcl|NC_092210.1_cds_XP_071039035.1_21481	LOC122269156	GeneID:122269156	uncharacterized protein isoform X2	XP_071039035.1	join(89728569..89728965,89810668..89810862,89814073..89814330,89816875..89816991,89823153..89823310,89829726..89829937,89830668..89831622)	CDS	1.02292e-32	300	756	[397, 1113]
N5.HOG0046743	OG0002753	gnl|BL_ORD_ID|31212 lcl|NC_092214.1_cds_XP_071043960.1_31213 [gene=LOC107448569] [db_xref=GeneID:107448569] [protein=tetratricopeptide repeat protein 21B isoform X3] [protein_id=XP_071043960.1] [location=join(46473985..46474011,46476238..46476367,46482404..46482514,46484172..46484224,46485154..46485255,46485680..46485768,46489099..46489284,46490607..46490691,46491676..46491774,46492262..46492439,46492899..46492990,46494262..46494369,46495495..46495587,46496599..46496734,46499647..46499804,46503326..46503452,46504312..46504397,46506094..46506332,46508267..46508339,46509538..46509590,46509664..46509752,46510294..46510420,46510854..46510916,46511005..46511107,46512636..46512746,46515083..46515164,46516588..46516738,46518807..46518965,46520696..46520759,46520972..46521106,46525557..46525670,46530467..46530520,46531380..46531436,46531534..46531654,46532170..46532237,46532526..46532603)] [gbkey=CDS]	gnl|BL_ORD_ID|31212 lcl|NC_092214.1_cds_XP_071043960.1_31213	LOC107448569	GeneID:107448569	tetratricopeptide repeat protein 21B isoform X3	XP_071043960.1	join(46473985..46474011,46476238..46476367,46482404..46482514,46484172..46484224,46485154..46485255,46485680..46485768,46489099..46489284,46490607..46490691,46491676..46491774,46492262..46492439,46492899..46492990,46494262..46494369,46495495..46495587,46496599..46496734,46499647..46499804,46503326..46503452,46504312..46504397,46506094..46506332,46508267..46508339,46509538..46509590,46509664..46509752,46510294..46510420,46510854..46510916,46511005..46511107,46512636..46512746,46515083..46515164,46516588..46516738,46518807..46518965,46520696..46520759,46520972..46521106,46525557..46525670,46530467..46530520,46531380..46531436,46531534..46531654,46532170..46532237,46532526..46532603)	CDS	7.16542e-140	630	765	[3037, 3801]
N5.HOG0046767	OG0002754	gnl|BL_ORD_ID|4560 lcl|NC_092205.1_cds_XP_042902683.1_4561 [gene=LOC107452568] [db_xref=GeneID:107452568] [protein=coiled-coil domain-containing protein 66] [protein_id=XP_042902683.1] [location=complement(join(40777116..40777181,40777706..40777792,40778366..40778939,40782912..40783274,40785584..40785848,40786383..40786608,40789372..40789621,40791158..40791296,40792300..40792363,40793337..40793549,40793643..40793743,40793827..40794002,40796524..40796647,40799564..40799723))] [gbkey=CDS]	gnl|BL_ORD_ID|4560 lcl|NC_092205.1_cds_XP_042902683.1_4561	LOC107452568	GeneID:107452568	coiled-coil domain-containing protein 66	XP_042902683.1	complement(join(40777116..40777181,40777706..40777792,40778366..40778939,40782912..40783274,40785584..40785848,40786383..40786608,40789372..40789621,40791158..40791296,40792300..40792363,40793337..40793549,40793643..40793743,40793827..40794002,40796524..40796647,40799564..40799723))	CDS	6.23523e-91	480	717	[1, 702]
N5.HOG0046771	OG0002755	gnl|BL_ORD_ID|7918 lcl|NC_092206.1_cds_XP_021001345.2_7919 [gene=LOC107443996] [db_xref=GeneID:107443996] [protein=TSC22 domain family protein 4 isoform X5] [protein_id=XP_021001345.2] [location=complement(join(53585466..53585702,53590064..53590121,53600764..53600829,53870993..53872266))] [gbkey=CDS]	gnl|BL_ORD_ID|7918 lcl|NC_092206.1_cds_XP_021001345.2_7919	LOC107443996	GeneID:107443996	TSC22 domain family protein 4 isoform X5	XP_021001345.2	complement(join(53585466..53585702,53590064..53590121,53600764..53600829,53870993..53872266))	CDS	5.67347e-57	288	351	[1276, 1623]
N5.HOG0046772	OG0002756	gnl|BL_ORD_ID|6829 lcl|NC_092206.1_cds_XP_042901621.1_6830 [gene=LOC107453523] [db_xref=GeneID:107453523] [protein=choline/ethanolamine transporter flvcr2a] [protein_id=XP_042901621.1] [location=complement(join(10251332..10251393,10252393..10252504,10255028..10255133,10256387..10256500,10261629..10261732,10265455..10265522,10268026..10268154,10273930..10274074,10277027..10277205,10279496..10280150))] [gbkey=CDS]	gnl|BL_ORD_ID|6829 lcl|NC_092206.1_cds_XP_042901621.1_6830	LOC107453523	GeneID:107453523	choline/ethanolamine transporter flvcr2a	XP_042901621.1	complement(join(10251332..10251393,10252393..10252504,10255028..10255133,10256387..10256500,10261629..10261732,10265455..10265522,10268026..10268154,10273930..10274074,10277027..10277205,10279496..10280150))	CDS	4.06421e-97	495	786	[874, 1656]
N5.HOG0046773	OG0002756	gnl|BL_ORD_ID|8087 lcl|NC_092206.1_cds_XP_071034794.1_8088 [gene=LOC107447690] [db_xref=GeneID:107447690] [protein=choline/ethanolamine transporter flvcr2a isoform X2] [protein_id=XP_071034794.1] [location=join(59302384..59302825,59304003..59304181,59307829..59307973,59309385..59309516,59314254..59314321,59317722..59317825,59317919..59318029,59320101..59320206,59321883..59321994,59325046..59325122)] [gbkey=CDS]	gnl|BL_ORD_ID|8087 lcl|NC_092206.1_cds_XP_071034794.1_8088	LOC107447690	GeneID:107447690	choline/ethanolamine transporter flvcr2a isoform X2	XP_071034794.1	join(59302384..59302825,59304003..59304181,59307829..59307973,59309385..59309516,59314254..59314321,59317722..59317825,59317919..59318029,59320101..59320206,59321883..59321994,59325046..59325122)	CDS	6.38184e-157	846	1419	[40, 1458]
N5.HOG0046774	OG0002756	gnl|BL_ORD_ID|8080 lcl|NC_092206.1_cds_XP_042910305.1_8081 [gene=LOC107447690] [db_xref=GeneID:107447690] [protein=choline/ethanolamine transporter flvcr2a isoform X1] [protein_id=XP_042910305.1] [location=join(59286974..59287020,59302359..59302825,59304003..59304181,59307829..59307973,59309385..59309516,59314254..59314321,59317722..59317825,59317919..59318029,59320101..59320206,59321883..59321994,59325046..59325122)] [gbkey=CDS]	gnl|BL_ORD_ID|8080 lcl|NC_092206.1_cds_XP_042910305.1_8081	LOC107447690	GeneID:107447690	choline/ethanolamine transporter flvcr2a isoform X1	XP_042910305.1	join(59286974..59287020,59302359..59302825,59304003..59304181,59307829..59307973,59309385..59309516,59314254..59314321,59317722..59317825,59317919..59318029,59320101..59320206,59321883..59321994,59325046..59325122)	CDS	2.48482e-159	843	1434	[79, 1506]
N5.HOG0046775	OG0002757	gnl|BL_ORD_ID|21804 lcl|NC_092211.1_cds_XP_071040219.1_21805 [gene=LOC107450835] [db_xref=GeneID:107450835] [protein=gamma-glutamylaminecyclotransferase C isoform X2] [protein_id=XP_071040219.1] [location=complement(join(6942432..6942468,6951073..6951332,6972514..6972705,6988077..6988409))] [gbkey=CDS]	gnl|BL_ORD_ID|21804 lcl|NC_092211.1_cds_XP_071040219.1_21805	LOC107450835	GeneID:107450835	gamma-glutamylaminecyclotransferase C isoform X2	XP_071040219.1	complement(join(6942432..6942468,6951073..6951332,6972514..6972705,6988077..6988409))	CDS	2.82661e-48	264	474	[349, 822]
N5.HOG0046784	OG0002758	gnl|BL_ORD_ID|33111 lcl|NC_092215.1_cds_XP_042901485.1_33112 [gene=LOC107457568] [db_xref=GeneID:107457568] [protein=serine/threonine-protein kinase DCLK1] [protein_id=XP_042901485.1] [location=join(46950248..46950253,46954550..46955248,46956825..46956921,46960291..46960422,46963487..46963551,46964403..46964536,46964818..46964875,46967828..46967947,46972319..46972465,46975522..46975655,46980503..46980580,46984423..46984519,46996285..46996365,46997872..46997982,47007710..47007793)] [gbkey=CDS]	gnl|BL_ORD_ID|33111 lcl|NC_092215.1_cds_XP_042901485.1_33112	LOC107457568	GeneID:107457568	serine/threonine-protein kinase DCLK1	XP_042901485.1	join(46950248..46950253,46954550..46955248,46956825..46956921,46960291..46960422,46963487..46963551,46964403..46964536,46964818..46964875,46967828..46967947,46972319..46972465,46975522..46975655,46980503..46980580,46984423..46984519,46996285..46996365,46997872..46997982,47007710..47007793)	CDS	0.0	1545	1989	[34, 1965]
N5.HOG0046788	OG0002759	gnl|BL_ORD_ID|23776 lcl|NC_092211.1_cds_XP_071040431.1_23777 [gene=LOC107437769] [db_xref=GeneID:107437769] [protein=uncharacterized protein] [protein_id=XP_071040431.1] [location=complement(join(86562158..86562914,86570621..86570892))] [gbkey=CDS]	gnl|BL_ORD_ID|23776 lcl|NC_092211.1_cds_XP_071040431.1_23777	LOC107437769	GeneID:107437769	uncharacterized protein	XP_071040431.1	complement(join(86562158..86562914,86570621..86570892))	CDS	1.00284e-154	729	1080	[1, 1029]
N5.HOG0046793	OG0002760	gnl|BL_ORD_ID|12401 lcl|NC_092207.1_cds_XP_042895950.1_12402 [gene=LOC107438690] [db_xref=GeneID:107438690] [protein=NAD-dependent protein deacetylase sirtuin-1] [protein_id=XP_042895950.1] [location=join(86468849..86469005,86471456..86471605,86472817..86472990,86475674..86475915,86476867..86477019,86481032..86481179,86482523..86482602,86487555..86487744,86491733..86491850,86493960..86494336,86498569..86498837)] [gbkey=CDS]	gnl|BL_ORD_ID|12401 lcl|NC_092207.1_cds_XP_042895950.1_12402	LOC107438690	GeneID:107438690	NAD-dependent protein deacetylase sirtuin-1	XP_042895950.1	join(86468849..86469005,86471456..86471605,86472817..86472990,86475674..86475915,86476867..86477019,86481032..86481179,86482523..86482602,86487555..86487744,86491733..86491850,86493960..86494336,86498569..86498837)	CDS	0.0	1116	1737	[157, 1860]
N5.HOG0046804	OG0002761	gnl|BL_ORD_ID|17156 lcl|NC_092209.1_cds_XP_015923483.1_17157 [gene=LOC107451791] [db_xref=GeneID:107451791] [protein=bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]-like] [protein_id=XP_015923483.1] [location=44206236..44207078] [gbkey=CDS]	gnl|BL_ORD_ID|17156 lcl|NC_092209.1_cds_XP_015923483.1_17157	LOC107451791	GeneID:107451791	bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical	XP_015923483.1	44206236..44207078	CDS	7.62105e-89	366	705	[127, 831]
N5.HOG0046813	OG0002762	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT	NO_HIT
N5.HOG0046816	OG0002762	gnl|BL_ORD_ID|7198 lcl|NC_092206.1_cds_XP_071035190.1_7199 [gene=LOC107448408] [db_xref=GeneID:107448408] [protein=zonadhesin] [protein_id=XP_071035190.1] [location=join(25983008..25983059,25985535..25985717,25987535..25987723,25988279..25988446,25989703..25989891,25997481..25997618,25998493..25998669,25998949..25999137,26000532..26000702,26001705..26001875,26002857..26002966,26019504..26019555,26020439..26020615,26020858..26021046,26021631..26021801,26025893..26025969,26027226..26027439,26031042..26031224,26031912..26032094,26033873..26034061,26037007..26037210,26038852..26039073,26040715..26040936,26041093..26041314,26042940..26043125,26044340..26044344)] [gbkey=CDS]	gnl|BL_ORD_ID|7198 lcl|NC_092206.1_cds_XP_071035190.1_7199	LOC107448408	GeneID:107448408	zonadhesin	XP_071035190.1	join(25983008..25983059,25985535..25985717,25987535..25987723,25988279..25988446,25989703..25989891,25997481..25997618,25998493..25998669,25998949..25999137,26000532..26000702,26001705..26001875,26002857..26002966,26019504..26019555,26020439..26020615,26020858..26021046,26021631..26021801,26025893..26025969,26027226..26027439,26031042..26031224,26031912..26032094,26033873..26034061,26037007..26037210,26038852..26039073,26040715..26040936,26041093..26041314,26042940..26043125,26044340..26044344)	CDS	7.51678e-06	60	132	[292, 411]
N5.HOG0046822	OG0002763	gnl|BL_ORD_ID|30884 lcl|NC_092214.1_cds_XP_015916839.2_30885 [gene=LOC107446658] [db_xref=GeneID:107446658] [protein=la-related protein 1 isoform X1] [protein_id=XP_015916839.2] [location=join(28486035..28486067,28488119..28488175,28488896..28489037,28491434..28491589,28491669..28491752,28492638..28492788,28495394..28495538,28496799..28496967,28499283..28499404,28499855..28499952,28503951..28504161,28505235..28505399,28506150..28506259,28506512..28506651,28508924..28509068,28509746..28509855,28514147..28514271,28516961..28517743)] [gbkey=CDS]	gnl|BL_ORD_ID|30884 lcl|NC_092214.1_cds_XP_015916839.2_30885	LOC107446658	GeneID:107446658	la-related protein 1 isoform X1	XP_015916839.2	join(28486035..28486067,28488119..28488175,28488896..28489037,28491434..28491589,28491669..28491752,28492638..28492788,28495394..28495538,28496799..28496967,28499283..28499404,28499855..28499952,28503951..28504161,28505235..28505399,28506150..28506259,28506512..28506651,28508924..28509068,28509746..28509855,28514147..28514271,28516961..28517743)	CDS	0.0	1677	2466	[1, 2439]
N5.HOG0046827	OG0002764	gnl|BL_ORD_ID|7106 lcl|NC_092206.1_cds_XP_015921068.3_7107 [gene=LOC107449907] [db_xref=GeneID:107449907] [protein=uncharacterized protein] [exception=annotated by transcript or proteomic data] [protein_id=XP_015921068.3] [location=complement(join(19695192..19695520,19696860..19697018,19698286..19698490,19701319..19701403,19703162..19703442,19707563..19707720,19710207..>19710251,<19710794..19710851,19712778..19712886,19714589..19714754,19717080..19717290,19719354..19719664,19720810..19721493))] [gbkey=CDS]	gnl|BL_ORD_ID|7106 lcl|NC_092206.1_cds_XP_015921068.3_7107	LOC107449907	GeneID:107449907	uncharacterized protein	XP_015921068.3	complement(join(19695192..19695520,19696860..19697018,19698286..19698490,19701319..19701403,19703162..19703442,19707563..19707720,19710207..>19710251,<19710794..19710851,19712778..19712886,19714589..19714754,19717080..19717290,19719354..19719664,19720810..19721493))	CDS	3.10941e-88	612	1395	[1, 1302]
N5.HOG0046829	OG0002765	gnl|BL_ORD_ID|10630 lcl|NC_092207.1_cds_XP_042904908.1_10631 [gene=LOC107449668] [db_xref=GeneID:107449668] [protein=E3 ubiquitin-protein ligase RNF123 isoform X3] [protein_id=XP_042904908.1] [location=complement(join(34590183..34590184,34592149..34592243,34595705..34595888,34597217..34597335,34599816..34599976,34602004..34602192,34603619..34603758,34605163..34605265,34606870..34606957,34607736..34607823,34607913..34607996,34609280..34609457,34611583..34611765,34612621..34612760,34614313..34614471,34615583..34615688,34615808..34615879,34616806..34616867,34619252..34619324,34619412..34619514,34620452..34620618,34622164..34622292,34623842..34623955,34624051..34624294,34624386..34624453,34625168..34625254,34626420..34626505,34628619..34628673,34628885..34628973,34629413..34629504,34631495..34631564,34632379..34632430))] [gbkey=CDS]	gnl|BL_ORD_ID|10630 lcl|NC_092207.1_cds_XP_042904908.1_10631	LOC107449668	GeneID:107449668	E3 ubiquitin-protein ligase RNF123 isoform X3	XP_042904908.1	complement(join(34590183..34590184,34592149..34592243,34595705..34595888,34597217..34597335,34599816..34599976,34602004..34602192,34603619..34603758,34605163..34605265,34606870..34606957,34607736..34607823,34607913..34607996,34609280..34609457,34611583..34611765,34612621..34612760,34614313..34614471,34615583..34615688,34615808..34615879,34616806..34616867,34619252..34619324,34619412..34619514,34620452..34620618,34622164..34622292,34623842..34623955,34624051..34624294,34624386..34624453,34625168..34625254,34626420..34626505,34628619..34628673,34628885..34628973,34629413..34629504,34631495..34631564,34632379..34632430))	CDS	0.0	1551	1728	[7, 1734]
N5.HOG0046830	OG0002765	gnl|BL_ORD_ID|10631 lcl|NC_092207.1_cds_XP_042904906.1_10632 [gene=LOC107449668] [db_xref=GeneID:107449668] [protein=E3 ubiquitin-protein ligase RNF123 isoform X1] [protein_id=XP_042904906.1] [location=complement(join(34590183..34590184,34592149..34592243,34595705..34595888,34597217..34597335,34599816..34599976,34602004..34602192,34603619..34603758,34605163..34605265,34606870..34606957,34607736..34607823,34607913..34607996,34609280..34609457,34611583..34611765,34612621..34612760,34614313..34614471,34615583..34615688,34615799..34615879,34616806..34616867,34619252..34619324,34619412..34619514,34620452..34620618,34622164..34622292,34623842..34623955,34624051..34624294,34624386..34624453,34625168..34625254,34626420..34626505,34628619..34628673,34628885..34628973,34629413..34629504,34631495..34631564,34632379..34632430))] [gbkey=CDS]	gnl|BL_ORD_ID|10631 lcl|NC_092207.1_cds_XP_042904906.1_10632	LOC107449668	GeneID:107449668	E3 ubiquitin-protein ligase RNF123 isoform X1	XP_042904906.1	complement(join(34590183..34590184,34592149..34592243,34595705..34595888,34597217..34597335,34599816..34599976,34602004..34602192,34603619..34603758,34605163..34605265,34606870..34606957,34607736..34607823,34607913..34607996,34609280..34609457,34611583..34611765,34612621..34612760,34614313..34614471,34615583..34615688,34615799..34615879,34616806..34616867,34619252..34619324,34619412..34619514,34620452..34620618,34622164..34622292,34623842..34623955,34624051..34624294,34624386..34624453,34625168..34625254,34626420..34626505,34628619..34628673,34628885..34628973,34629413..34629504,34631495..34631564,34632379..34632430))	CDS	0.0	1686	1848	[1744, 3591]
N5.HOG0046838	OG0002766	gnl|BL_ORD_ID|22609 lcl|NC_092211.1_cds_XP_042911472.1_22610 [gene=LOC107456272] [db_xref=GeneID:107456272] [protein=serine-rich adhesin for platelets] [protein_id=XP_042911472.1] [location=41142948..41147729] [gbkey=CDS]	gnl|BL_ORD_ID|22609 lcl|NC_092211.1_cds_XP_042911472.1_22610	LOC107456272	GeneID:107456272	serine-rich adhesin for platelets	XP_042911472.1	41142948..41147729	CDS	4.16986e-87	441	957	[298, 1245]
